target_id	length	eff_length	est_counts	tpm
ENST00000390285.4	353	104.031	219	35.7261
ENST00000390286.3	381	132.001	0	0
ENST00000390289.2	379	130.001	82	10.7046
ENST00000390290.3	389	140	4050.83	491.044
ENST00000390291.2	405	156	4.16316	0.452901
ENST00000427632.2	409	160	16	1.69709
ENST00000390293.1	369	120.004	2.20862	0.312342
ENST00000390294.2	407	158	1607.75	172.69
ENST00000390295.3	385	136	423.541	52.8519
ENST00000390296.2	397	148	44.1934	5.06758
ENST00000390297.3	467	218	2901.23	225.856
ENST00000390298.2	385	136	475.229	59.3018
ENST00000390299.2	407	158	1135.68	121.984
ENST00000390300.2	374	125.002	5.56176	0.755091
ENST00000390301.3	393	144	13.1801	1.55332
ENST00000390302.3	412	163	0	0
ENST00000390303.3	383	134.001	0.5	0.063324
ENST00000390304.2	377	128.001	37	4.9056
ENST00000390305.2	380	131.001	974.019	126.182
ENST00000390306.2	502	253	4556	305.611
ENST00000390307.2	409	160	0	0
ENST00000390308.2	602	353	2500.54	120.217
ENST00000390309.2	377	128.001	6837	906.475
ENST00000390310.3	367	118.006	377.219	54.2495
ENST00000390311.3	385	136	9.72387	1.2134
ENST00000390312.2	402	153	4359.42	483.551
ENST00000390315.3	382	133.001	398	50.7848
ENST00000390316.2	461	212	1165.2	93.2759
ENST00000620395.2	517	268	5959.31	377.369
ENST00000390318.2	403	154	12	1.32241
ENST00000390319.2	398	149	3604.52	410.549
ENST00000604066.1	353	104.031	150.637	24.5738
ENST00000390609.3	432	183	1634.61	151.589
ENST00000390616.2	400	151	0	0
ENST00000390618.2	426	177	12.1993	1.16968
ENST00000390612.3	425	176	13.9935	1.34933
ENST00000390607.2	430	181	0	0
ENST00000632099.1	353	104.031	23.0532	3.76073
ENST00000390617.2	366	117.006	16	2.32068
ENST00000390603.2	437	188	0	0
ENST00000390606.3	415	166	149.491	15.2831
ENST00000390610.2	411	162	0	0
ENST00000390615.2	431	182	1452.87	135.475
ENST00000603660.1	431	182	53.0977	4.95118
ENST00000632950.2	410	161	3.75189	0.395485
ENST00000390611.2	381	132.001	0	0
ENST00000390605.2	410	161	0	0
ENST00000438142.3	428	179	58.0543	5.5041
ENST00000390602.3	430	181	33.6672	3.1567
ENST00000390604.2	425	176	1.5063	0.145246
ENST00000390601.3	473	224	330.623	25.049
ENST00000390313.3	356	107.022	0	0
ENST00000390314.2	400	151	2633.44	295.972
ENST00000390619.2	425	176	0	0
ENST00000434710.1	434	185	0	0
ENST00000390621.3	411	162	3.51997	0.368748
ENST00000390622.2	655	406	0	0
ENST00000390624.3	432	183	545.388	50.5777
ENST00000390625.3	439	190	287.294	25.6613
ENST00000390626.2	410	161	0	0
ENST00000390627.3	571	322	538.102	28.3605
ENST00000390628.3	414	165	719.275	73.9803
ENST00000390629.3	495	246	2392.26	165.036
ENST00000519403.2	307	59.9608	0	0
ENST00000610349.2	407	158	1135.68	121.984
ENST00000628287.1	466	217	0.00367172	0.000287154
ENST00000627634.1	383	134.001	0.5	0.063324
ENST00000628968.1	374	125.002	5.56176	0.755091
ENST00000618644.2	385	136	475.229	59.3018
ENST00000618026.2	393	144	13.1801	1.55332
ENST00000630493.1	369	120.004	2.28099	0.322576
ENST00000629472.1	412	163	0	0
ENST00000626489.1	397	148	44.1934	5.06758
ENST00000628219.1	534	285	30.317	1.80529
ENST00000627132.1	384	135.001	16.2339	2.04076
ENST00000626108.1	353	104.031	2.0588	0.335857
ENST00000390593.2	415	166	0	0
ENST00000390594.3	417	168	816.708	82.5016
ENST00000390595.3	395	146	1193.83	138.77
ENST00000455737.2	417	168	387.623	39.1566
ENST00000631943.1	402	153	540.867	59.9935
ENST00000390597.3	378	129.001	341.179	44.8842
ENST00000390598.2	430	181	0	0
ENST00000390630.3	457	208	421.513	34.3916
ENST00000454421.2	431	182	0	0
ENST00000390632.2	427	178	0	0
ENST00000390633.2	412	163	0	0
ENST00000390634.3	434	185	28.8094	2.64282
ENST00000632209.1	353	104.031	0	0
ENST00000624687.1	411	162	2190.27	229.45
ENST00000617374.2	358	109.017	122.332	19.0436
ENST00000433072.2	437	188	0	0
ENST00000390636.2	437	188	0	0
ENST00000424969.2	587	338	0	0
ENST00000390639.2	405	156	2.01167	0.218845
ENST00000557788.2	353	104.031	1.24783	0.203561
ENST00000630556.1	353	104.031	150.637	24.5738
ENST00000622410.2	353	104.031	0	0
ENST00000338912.5	353	104.031	0	0
ENST00000558565.2	359	110.015	0	0
ENST00000453673.3	353	104.031	1.40208	0.228725
ENST00000390243.2	538	289	7695.86	451.923
ENST00000464162.1	380	131.001	247.787	32.1002
ENST00000390247.2	445	196	49.5188	4.28765
ENST00000495489.1	398	149	38.7378	4.41218
ENST00000493819.1	409	160	515.607	54.6895
ENST00000483158.1	392	143	3038.89	360.648
ENST00000480492.1	398	149	307.456	35.0188
ENST00000390252.2	442	193	1701.17	149.588
ENST00000479981.1	378	129.001	142.225	18.7105
ENST00000490686.1	378	129.001	1269.36	166.992
ENST00000492167.1	400	151	11271	1266.75
ENST00000390256.2	406	157	95.6735	10.3418
ENST00000484817.1	390	141	133.418	16.0583
ENST00000498435.1	382	133.001	351.238	44.8181
ENST00000482769.1	390	141	35.9638	4.32863
ENST00000468494.1	390	141	256.94	30.9255
ENST00000473726.1	382	133.001	164.721	21.0185
ENST00000465170.1	398	149	9.4433	1.07558
ENST00000498574.1	398	149	167.934	19.1275
ENST00000620613.1	314	66.2053	7.37752	1.89114
ENST00000448155.2	376	127.002	4799.59	641.357
ENST00000509129.1	353	104.031	22.9337	3.74125
ENST00000390265.2	440	191	2100.61	186.645
ENST00000474213.1	395	146	43.8345	5.09527
ENST00000491977.1	390	141	165.742	19.9488
ENST00000453166.2	396	147	1807.93	208.723
ENST00000390268.2	390	141	4.1098	0.494659
ENST00000462693.1	390	141	17.1648	2.06597
ENST00000436451.2	409	160	99.4586	10.5494
ENST00000390270.2	445	196	214.975	18.6138
ENST00000390271.2	371	122.003	1.3927	0.193727
ENST00000483379.1	532	283	33.6229	2.01629
ENST00000492446.1	378	129.001	96.9826	12.7587
ENST00000417279.3	396	147	210.288	24.2774
ENST00000611391.1	376	127.002	375.552	50.1841
ENST00000377032.5	371	122.003	938.859	130.597
ENST00000390277.3	444	195	1330.79	115.819
ENST00000390278.3	373	124.002	0	0
ENST00000468879.1	532	283	14.2949	0.857232
ENST00000471857.2	534	285	83.2938	4.9599
ENST00000443397.5	384	135.001	16.2339	2.04076
ENST00000421835.2	350	101.044	27.779	4.66564
ENST00000429992.3	365	116.007	2.32937	0.340768
ENST00000390244.2	408	159	16.5	1.76113
ENST00000496168.1	532	283	5563.4	333.625
ENST00000354689.6	294	49.2782	7.56748	2.60616
ENST00000567458.2	358	109.017	0	0
ENST00000425181.3	350	101.044	0	0
ENST00000565407.2	349	100.049	4.34257	0.736613
ENST00000570121.2	353	104.031	0	0
ENST00000562905.2	353	104.031	33.3665	5.44318
ENST00000569103.2	349	100.049	0	0
ENST00000390477.2	720	471	729	26.2671
ENST00000611116.2	978	729	4785	111.393
ENST00000632136.1	760	511	980.592	32.5666
ENST00000622053.4	755	506	3486.63	116.939
ENST00000633705.1	760	511	2317.41	76.9637
ENST00000436911.6	1013	764	661.546	14.6951
ENST00000443402.6	2730	2481	200.454	1.37117
ENST00000466254.1	758	509	509.375	16.9834
ENST00000631705.1	63	5.12058	0	0
ENST00000633501.1	51	4.86552	0	0
ENST00000631521.1	48	4.80593	0	0
ENST00000633896.1	50	4.84548	0	0
ENST00000632178.1	53	4.90612	0	0
ENST00000634062.1	52	4.88573	0	0
ENST00000390320.2	127	7.16476	0	0
ENST00000390322.2	175	10.234	0	0
ENST00000390324.2	176	10.3244	0	0
ENST00000390326.2	33	4.52663	0	0
ENST00000390328.2	70	5.28313	0	0
ENST00000390330.2	46	4.76704	0	0
ENST00000390327.3	38	4.61727	0	0
ENST00000390560.2	61	5.07609	0	0
ENST00000488476.1	49	4.82562	0	0
ENST00000461719.1	46	4.76704	0	0
ENST00000463911.1	49	4.82562	0	0
ENST00000390564.2	52	4.88573	0	0
ENST00000390565.1	52	4.88573	0	0
ENST00000390238.2	38	4.61727	0	0
ENST00000390239.2	37	4.59906	0	0
ENST00000390240.2	38	4.61727	0	0
ENST00000390241.3	39	4.63556	0	0
ENST00000390242.2	38	4.61727	0	0
ENST00000632524.1	11	3.73525	0	0
ENST00000633009.1	20	4.24848	0	0
ENST00000634070.1	18	4.18068	0	0
ENST00000632963.1	20	4.24848	0	0
ENST00000633030.1	19	4.21642	0	0
ENST00000633765.1	31	4.49022	0	0
ENST00000632619.1	28	4.43409	0	0
ENST00000632968.1	17	4.14041	0	0
ENST00000633159.1	21	4.27752	0	0
ENST00000631871.1	20	4.24848	0	0
ENST00000633010.1	16	4.09465	0	0
ENST00000633379.1	37	4.59906	0	0
ENST00000632473.1	31	4.49022	0	0
ENST00000631884.1	17	4.14041	0	0
ENST00000632859.1	21	4.27752	0	0
ENST00000631895.1	23	4.32879	0	0
ENST00000634154.1	16	4.09465	0	0
ENST00000632609.2	31	4.49022	0	0
ENST00000632911.2	31	4.49022	0	0
ENST00000633504.1	31	4.49022	0	0
ENST00000632304.1	17	4.14041	0	0
ENST00000632542.1	18	4.18068	0	0
ENST00000633968.1	20	4.24848	0	0
ENST00000634085.1	16	4.09465	0	0
ENST00000633353.1	31	4.49022	0	0
ENST00000631803.1	31	4.49022	0	0
ENST00000633210.1	17	4.14041	0	0
ENST00000439842.1	11	3.73525	0	0
ENST00000390567.1	20	4.24848	0	0
ENST00000452198.1	18	4.18068	0	0
ENST00000390569.1	20	4.24848	0	0
ENST00000437320.1	19	4.21642	0	0
ENST00000390571.1	31	4.49022	0	0
ENST00000390572.1	28	4.43409	0	0
ENST00000450276.1	17	4.14041	0	0
ENST00000390574.1	21	4.27752	0	0
ENST00000390575.1	20	4.24848	0	0
ENST00000431870.1	16	4.09465	0	0
ENST00000390577.1	37	4.59906	0	0
ENST00000390578.1	31	4.49022	0	0
ENST00000451044.1	17	4.14041	0	0
ENST00000390580.1	21	4.27752	0	0
ENST00000390581.1	23	4.32879	0	0
ENST00000431440.2	16	4.09465	0	0
ENST00000390585.1	31	4.49022	0	0
ENST00000430425.1	17	4.14041	0	0
ENST00000454691.1	18	4.18068	0	0
ENST00000390588.1	20	4.24848	0	0
ENST00000414852.1	16	4.09465	0	0
ENST00000390590.1	31	4.49022	0	0
ENST00000390591.1	31	4.49022	0	0
ENST00000454908.1	17	4.14041	0	0
ENST00000390583.1	31	4.49022	0	0
ENST00000390584.1	31	4.49022	0	0
ENST00000604642.1	23	4.32879	0	0
ENST00000603326.1	19	4.21642	0	0
ENST00000604950.1	31	4.49022	0	0
ENST00000603077.1	31	4.49022	0	0
ENST00000605284.1	17	4.14041	0	0
ENST00000604446.1	23	4.32879	0	0
ENST00000603693.1	19	4.21642	0	0
ENST00000603935.1	31	4.49022	0	0
ENST00000604102.1	31	4.49022	0	0
ENST00000604838.1	17	4.14041	0	0
ENST00000361390.2	956	707	7750.61	186.046
ENST00000361453.3	1042	793	7191.96	153.914
ENST00000361624.2	1542	1293	196170	2574.77
ENST00000361739.1	684	435	36104.6	1408.57
ENST00000361851.1	207	14.0473	0	0
ENST00000361899.2	681	432	9681.58	380.336
ENST00000362079.2	784	535	46242.2	1466.86
ENST00000361227.2	346	97.0678	9037	1579.99
ENST00000361335.1	297	51.6221	1273	418.501
ENST00000361381.2	1378	1129	15010.8	225.639
ENST00000361567.2	1812	1563	14919.3	161.992
ENST00000361681.2	525	276	3085.72	189.737
ENST00000361789.2	1141	892	12140	230.971
ENST00000614336.4	3728	3479	839.358	4.09447
ENST00000612640.4	2116	1867	191.288	1.73879
ENST00000618686.1	2237	1988	106	0.904887
ENST00000621424.4	2405	2156	31.8421	0.250644
ENST00000615165.1	1990	1741	56.8663	0.554321
ENST00000616049.4	2142	1893	0	0
ENST00000616157.1	1989	1740	0	0
ENST00000613204.1	1213	964	93.7098	1.64973
ENST00000617983.1	2404	2155	43.5511	0.34297
ENST00000612465.1	2195	1946	709.473	6.18726
ENST00000612565.1	3027	2778	200.98	1.22779
ENST00000601199.2	510	261	42	2.73095
ENST00000612315.1	831	582	15	0.437394
ENST00000618003.1	351	102.039	1605.44	267.013
ENST00000619729.1	294	49.2782	115.218	39.68
ENST00000613230.1	2179	1930	235.727	2.0728
ENST00000400754.4	1599	1350	22.4775	0.282566
ENST00000612848.1	740	491	887.502	30.6756
ENST00000616638.1	1806	1557	0	0
ENST00000613216.4	3571	3322	0	0
ENST00000611339.1	3120	2871	5.94851	0.0351625
ENST00000612919.1	372	123.003	39.6541	5.47114
ENST00000621028.1	1426	1177	0	0
ENST00000611746.1	288	44.8343	248.225	93.9594
ENST00000619792.1	2404	2155	0	0
ENST00000710606.1	5619	5370	145.829	0.460865
ENST00000643872.4	4662	4413	4105.24	15.7874
ENST00000628983.2	684	435	141.877	5.53513
ENST00000673258.1	965	716	0.56464	0.0133833
ENST00000672485.1	1872	1623	0	0
ENST00000671794.1	2030	1781	0	0
ENST00000671708.1	564	315	0	0
ENST00000672538.1	687	438	0	0
ENST00000672343.1	522	273	0	0
ENST00000672201.1	1282	1033	20.2019	0.331891
ENST00000672505.1	942	693	6.19178e-07	1.51631e-08
ENST00000673154.1	2979	2730	57.6934	0.358648
ENST00000671931.1	1038	789	175.96	3.78478
ENST00000673369.1	925	676	5.45425e-07	1.36928e-08
ENST00000672991.1	1123	874	0	0
ENST00000672501.1	2775	2526	0	0
ENST00000672633.1	765	516	0	0
ENST00000672705.1	752	503	0.00248729	8.39197e-05
ENST00000673585.1	751	502	55.8263	1.8873
ENST00000671977.1	577	328	3.73902	0.193459
ENST00000673364.1	618	369	0	0
ENST00000707313.1	987	738	0	0
ENST00000707314.1	1430	1181	0	0
ENST00000707315.1	708	459	1	0.0369736
ENST00000707316.1	428	179	0	0
ENST00000707298.1	2588	2339	0.0213003	0.000154547
ENST00000707299.1	1125	876	23.575	0.456723
ENST00000707300.1	1329	1080	10.5556	0.165869
ENST00000707301.1	2676	2427	984.258	6.88247
ENST00000707302.1	1508	1259	13.35	0.179953
ENST00000707303.1	1693	1444	1.51689e-08	1.78276e-10
ENST00000707304.1	1725	1476	54.7664	0.629698
ENST00000707305.1	1761	1512	0	0
ENST00000707306.1	495	246	7.83733	0.540677
ENST00000710353.1	7691	7442	17.7255	0.0404217
ENST00000633392.1	1845	1596	0	0
ENST00000634171.3	1108	859	0	0
ENST00000632257.1	1642	1393	0	0
ENST00000632563.2	1840	1591	0	0
ENST00000632873.1	1525	1276	0	0
ENST00000355096.4	1592	1343	0	0
ENST00000633146.1	1560	1311	0	0
ENST00000632388.1	1720	1471	0	0
ENST00000632295.1	1720	1471	0	0
ENST00000672496.1	799	550	1.08442	0.0334612
ENST00000672655.1	420	171	0	0
ENST00000672511.1	1443	1194	11.7446	0.166931
ENST00000631964.1	1863	1614	0	0
ENST00000633863.1	1148	899	0	0
ENST00000632559.1	1863	1614	0	0
ENST00000634012.1	1840	1591	0	0
ENST00000633810.2	1156	907	7.63948e-07	1.42943e-08
ENST00000707307.1	17448	17199	2	0.00197348
ENST00000713550.1	15574	15325	5.27176	0.00583794
ENST00000633532.1	1863	1614	0	0
ENST00000633805.3	882	633	0	0
ENST00000633914.1	1863	1614	0	0
ENST00000632392.3	2163	1914	0	0
ENST00000639526.1	1331	1082	0.5	0.00784238
ENST00000632307.2	2067	1818	0	0
ENST00000633074.1	1720	1471	0	0
ENST00000632222.1	1844	1595	0	0
ENST00000632952.1	1706	1457	0	0
ENST00000631760.1	1592	1343	0	0
ENST00000632108.2	1518	1269	0.333333	0.00445782
ENST00000713586.1	1446	1197	0	0
ENST00000707310.1	2661	2412	30.1237	0.211951
ENST00000573911.1	918	669	0	0
ENST00000571130.1	918	669	0	0
ENST00000575017.3	985	736	0	0
ENST00000627413.2	1850	1601	0	0
ENST00000627553.2	546	297	8.60971	0.491968
ENST00000628217.2	1927	1678	8.53283	0.0862991
ENST00000630375.2	574	325	6.65673	0.347602
ENST00000630161.2	1320	1071	21.4885	0.340503
ENST00000629515.2	598	349	6.09291	0.296282
ENST00000625808.1	762	513	0	0
ENST00000626295.1	548	299	6.98758	0.396607
ENST00000627713.2	561	312	5.5	0.299167
ENST00000631317.2	1897	1648	7.7849	0.080168
ENST00000628783.2	1886	1637	0	0
ENST00000631251.2	2039	1790	16.9217	0.160434
ENST00000627464.1	583	334	3.24663	0.164965
ENST00000628315.1	1247	998	0	0
ENST00000631283.1	936	687	0	0
ENST00000628182.3	10252	10003	641.602	1.08853
ENST00000625211.2	7812	7563	105.205	0.236074
ENST00000626957.2	593	344	0	0
ENST00000626698.1	4774	4525	102.835	0.38568
ENST00000626446.1	473	224	0	0
ENST00000627346.1	435	186	0	0
ENST00000626182.1	562	313	4.99429	0.270791
ENST00000673006.3	5321	5072	0	0
ENST00000672883.3	1362	1113	0	0
ENST00000672034.3	1370	1121	0	0
ENST00000671787.1	1800	1551	0	0
ENST00000671991.1	1956	1707	0	0
ENST00000672360.1	352	103.035	56.2332	9.26218
ENST00000707519.1	3627	3378	652.531	3.27828
ENST00000707520.1	3666	3417	183.333	0.910542
ENST00000707521.1	3429	3180	0	0
ENST00000707522.1	2283	2034	286.968	2.39435
ENST00000707523.1	1297	1048	25.7615	0.417171
ENST00000707524.1	549	300	5.51675	0.312081
ENST00000707525.1	684	435	122.043	4.76132
ENST00000707526.1	669	420	1.53458	0.0620076
ENST00000707527.1	590	341	2.3442	0.116666
ENST00000707528.1	561	312	3.00831	0.163634
ENST00000707529.1	576	327	1.32933	0.0689906
ENST00000707530.1	428	179	6.60098	0.625835
ENST00000707531.1	595	346	4.5	0.22072
ENST00000707533.1	4089	3840	0	0
ENST00000707534.1	3211	2962	0	0
ENST00000707536.1	3163	2914	0	0
ENST00000707535.1	4528	4279	4.2541	0.0168721
ENST00000707537.1	2091	1842	0	0
ENST00000707538.1	581	332	0	0
ENST00000707539.1	580	331	0	0
ENST00000707540.1	3528	3279	0	0
ENST00000707541.1	3576	3327	0	0
ENST00000707542.1	1934	1685	1.93439	0.0194827
ENST00000707543.1	600	351	0	0
ENST00000707547.1	1842	1593	0	0
ENST00000707544.1	2319	2070	5.92472	0.0485738
ENST00000707545.1	1956	1707	1.8868	0.0187584
ENST00000707546.1	709	460	0	0
ENST00000629245.3	5532	5283	118.932	0.382053
ENST00000626912.1	2220	1971	154.169	1.32744
ENST00000631077.1	1501	1252	8.57377	0.116218
ENST00000628134.1	496	247	10.2287	0.702797
ENST00000707550.1	4455	4206	0	0
ENST00000707551.1	4824	4575	62.8313	0.233072
ENST00000707552.1	637	388	2.23987	0.0979706
ENST00000707558.1	942	693	0.261692	0.00640859
ENST00000707559.1	1118	869	2	0.0390585
ENST00000707560.1	899	650	0	0
ENST00000707567.1	1181	932	2.20828	0.0402108
ENST00000707575.1	1156	907	0.685595	0.0128282
ENST00000627374.3	6422	6173	401.625	1.10415
ENST00000625206.2	580	331	0	0
ENST00000626671.1	554	305	15.5914	0.867542
ENST00000627461.1	549	300	26.9934	1.52701
ENST00000707569.1	3174	2925	59.7315	0.346563
ENST00000707570.1	1745	1496	85.1297	0.965728
ENST00000710276.1	1493	1244	737.069	10.0552
ENST00000707571.1	795	546	182.354	5.66796
ENST00000707572.1	608	359	9.98817	0.472168
ENST00000707573.1	478	229	6.71012	0.497278
ENST00000707574.1	587	338	3.55216	0.178353
ENST00000626413.3	6661	6412	282.153	0.746785
ENST00000628303.1	3402	3153	83.4733	0.449292
ENST00000630190.1	554	305	2.07446	0.115428
ENST00000626461.1	566	317	43.3607	2.32136
ENST00000629698.1	585	336	0	0
ENST00000627160.1	258	27.8014	0	0
ENST00000672610.1	651	402	0	0
ENST00000673238.1	1917	1668	1	0.0101744
ENST00000707589.1	1161	912	0	0
ENST00000707590.1	435	186	0	0
ENST00000707591.1	1125	876	0	0
ENST00000707592.1	1895	1646	0	0
ENST00000707593.1	582	333	0	0
ENST00000707597.1	1179	930	0	0
ENST00000707598.1	663	414	0	0
ENST00000707599.1	1143	894	0	0
ENST00000707600.1	1913	1664	0	0
ENST00000707601.1	593	344	0	0
ENST00000707602.1	1179	930	0	0
ENST00000672066.1	3176	2927	1.16015e-07	6.72662e-10
ENST00000673544.1	344	95.0839	32.0795	5.72567
ENST00000672298.1	554	305	18.7171	1.04146
ENST00000672379.1	2177	1928	798.687	7.03031
ENST00000673583.1	1018	769	11.7305	0.258878
ENST00000672062.1	279	38.8143	5.5	2.40478
ENST00000672432.1	279	38.8143	5.5	2.40478
ENST00000630425.2	5222	4973	119.859	0.409032
ENST00000629302.2	1103	854	4.09906	0.0814576
ENST00000626471.1	494	245	0	0
ENST00000627288.1	378	129.001	0	0
ENST00000639310.1	1063	814	0	0
ENST00000710319.1	921	672	0	0
ENST00000625523.2	3164	2915	0	0
ENST00000627903.2	3575	3326	0	0
ENST00000629360.3	3639	3390	105.088	0.526087
ENST00000626327.2	3446	3197	32.5309	0.172687
ENST00000628693.2	3507	3258	11.915	0.0620651
ENST00000625820.2	3626	3377	0	0
ENST00000631353.1	721	472	0	0
ENST00000628249.1	2864	2615	22.9625	0.149023
ENST00000629127.1	2714	2465	0	0
ENST00000672946.1	4233	3984	0	0
ENST00000672546.1	548	299	0	0
ENST00000672964.1	3261	3012	0	0
ENST00000707384.1	2035	1786	83.3472	0.791981
ENST00000707385.1	3322	3073	0	0
ENST00000707386.1	921	672	22.6471	0.571937
ENST00000707387.1	685	436	0	0
ENST00000707388.1	653	404	3.66077	0.153779
ENST00000707389.1	582	333	1.89855	0.0967569
ENST00000707390.1	1574	1325	60.7467	0.778058
ENST00000707391.1	336	87.1877	4.59535	0.894475
ENST00000707355.1	6227	5978	354.718	1.00701
ENST00000707356.1	1153	904	20.4302	0.383538
ENST00000707357.1	945	696	0	0
ENST00000707358.1	2920	2671	68.5831	0.435761
ENST00000707362.1	490	241	0.761	0.0535886
ENST00000707364.1	892	643	81.4699	2.15026
ENST00000707365.1	3447	3198	0	0
ENST00000707366.1	549	300	64.8567	3.66892
ENST00000707363.1	3480	3231	0	0
ENST00000707367.1	567	318	22.9496	1.22477
ENST00000707368.1	583	334	56.671	2.87952
ENST00000707369.1	791	542	42.7549	1.33872
ENST00000707370.1	3401	3152	0	0
ENST00000707371.1	843	594	18.7328	0.535208
ENST00000707421.1	661	412	1.1856e-07	4.88368e-09
ENST00000707422.1	3619	3370	2.96403e-08	1.49265e-10
ENST00000707423.1	2015	1766	0	0
ENST00000707425.1	1773	1524	0	0
ENST00000707424.1	1136	887	4.42728	0.0847068
ENST00000707426.1	603	354	0	0
ENST00000707373.1	768	519	0	0
ENST00000707374.1	935	686	184.235	4.55779
ENST00000707372.1	2018	1769	3285.78	31.5222
ENST00000707375.1	572	323	29	1.5237
ENST00000707376.1	1929	1680	184.682	1.8656
ENST00000707377.1	727	478	7.06974	0.251004
ENST00000707378.1	470	221	6.4955	0.498798
ENST00000707379.1	1787	1538	0	0
ENST00000707380.1	981	732	8.96465	0.207839
ENST00000707381.1	4619	4370	216.516	0.840841
ENST00000707382.1	713	464	0	0
ENST00000707383.1	550	301	37.2988	2.10297
ENST00000707396.1	4361	4112	351.317	1.44994
ENST00000707397.1	2389	2140	0.345538	0.00274023
ENST00000707398.1	3612	3363	9.88877	0.0499023
ENST00000707399.1	1607	1358	7.47511	0.0934164
ENST00000707609.1	1564	1315	0	0
ENST00000707614.1	1866	1617	0.0339132	0.00035593
ENST00000707615.1	558	309	1.17866	0.0647342
ENST00000707616.1	2849	2600	0	0
ENST00000707617.1	2881	2632	35.0244	0.225834
ENST00000707618.1	3208	2959	0	0
ENST00000707619.1	3241	2992	0	0
ENST00000707620.1	1899	1650	16.8352	0.173157
ENST00000707621.1	963	714	0	0
ENST00000710277.1	6230	5981	40.8237	0.115836
ENST00000713539.1	7790	7541	0	0
ENST00000707628.1	648	399	0	0
ENST00000707629.1	619	370	0	0
ENST00000707626.2	4170	3921	0	0
ENST00000707624.1	3830	3581	0	0
