target_id	length	eff_length	est_counts	tpm
ENST00000433072.2	437	188	0	0
ENST00000390636.2	437	188	0.999992	2.44071
ENST00000424969.2	587	338	0.998578	1.35564
ENST00000390639.2	405	156	0	0
ENST00000557788.2	353	104.031	0	0
ENST00000630556.1	353	104.031	0	0
ENST00000622410.2	353	104.031	0	0
ENST00000338912.5	353	104.031	0	0
ENST00000558565.2	359	110.015	0	0
ENST00000453673.3	353	104.031	0	0
ENST00000390243.2	538	289	3	4.76323
ENST00000464162.1	380	131.001	0	0
ENST00000390247.2	445	196	0	0
ENST00000495489.1	398	149	0	0
ENST00000493819.1	409	160	0	0
ENST00000483158.1	392	143	0	0
ENST00000480492.1	398	149	0	0
ENST00000390252.2	442	193	1.35614	3.22423
ENST00000479981.1	378	129.001	0	0
ENST00000490686.1	378	129.001	0	0
ENST00000492167.1	400	151	1.91817	5.82893
ENST00000390256.2	406	157	0	0
ENST00000484817.1	390	141	0	0
ENST00000498435.1	382	133.001	0	0
ENST00000482769.1	390	141	0	0
ENST00000468494.1	390	141	0.5	1.62715
ENST00000473726.1	382	133.001	0	0
ENST00000465170.1	398	149	0	0
ENST00000498574.1	398	149	0	0
ENST00000620613.1	314	66.2053	0	0
ENST00000448155.2	376	127.002	0	0
ENST00000509129.1	353	104.031	0	0
ENST00000390265.2	440	191	0	0
ENST00000474213.1	395	146	0	0
ENST00000491977.1	390	141	0	0
ENST00000453166.2	396	147	0	0
ENST00000390268.2	390	141	0	0
ENST00000462693.1	390	141	0	0
ENST00000436451.2	409	160	0	0
ENST00000390270.2	445	196	1.45137	3.39781
ENST00000390271.2	371	122.003	0	0
ENST00000483379.1	532	283	0	0
ENST00000492446.1	378	129.001	0	0
ENST00000417279.3	396	147	0	0
ENST00000611391.1	376	127.002	0	0
ENST00000377032.5	371	122.003	1	3.76103
ENST00000390277.3	444	195	0	0
ENST00000390278.3	373	124.002	0	0
ENST00000468879.1	532	283	0	0
ENST00000471857.2	534	285	0	0
ENST00000443397.5	384	135.001	0	0
ENST00000421835.2	350	101.044	0	0
ENST00000429992.3	365	116.007	0	0
ENST00000390244.2	408	159	0	0
ENST00000496168.1	532	283	0	0
ENST00000354689.6	294	49.2782	0	0
ENST00000567458.2	358	109.017	0	0
ENST00000425181.3	350	101.044	0	0
ENST00000565407.2	349	100.049	0	0
ENST00000570121.2	353	104.031	0	0
ENST00000562905.2	353	104.031	0	0
ENST00000569103.2	349	100.049	0	0
ENST00000390477.2	720	471	2	1.94844
ENST00000611116.2	978	729	12	7.55321
ENST00000632136.1	760	511	2.34959	2.10984
ENST00000622053.4	755	506	6.29197	5.70577
ENST00000633705.1	760	511	2.34959	2.10984
ENST00000436911.6	1013	764	0	0
ENST00000443402.6	2730	2481	0	0
ENST00000466254.1	758	509	0.00884209	0.00797104
ENST00000631705.1	63	5.12058	0	0
ENST00000633501.1	51	4.86552	0	0
ENST00000631521.1	48	4.80593	0	0
ENST00000633896.1	50	4.84548	0	0
ENST00000632178.1	53	4.90612	0	0
ENST00000634062.1	52	4.88573	0	0
ENST00000390320.2	127	7.16476	0	0
ENST00000390322.2	175	10.234	0	0
ENST00000390324.2	176	10.3244	0	0
ENST00000390326.2	33	4.52663	0	0
ENST00000390328.2	70	5.28313	0	0
ENST00000390330.2	46	4.76704	0	0
ENST00000390327.3	38	4.61727	0	0
ENST00000390560.2	61	5.07609	0	0
ENST00000488476.1	49	4.82562	0	0
ENST00000461719.1	46	4.76704	0	0
ENST00000463911.1	49	4.82562	0	0
ENST00000390564.2	52	4.88573	0	0
ENST00000390565.1	52	4.88573	0	0
ENST00000390238.2	38	4.61727	0	0
ENST00000390239.2	37	4.59906	0	0
ENST00000390240.2	38	4.61727	0	0
ENST00000390241.3	39	4.63556	0	0
ENST00000390242.2	38	4.61727	0	0
ENST00000632524.1	11	3.73525	0	0
ENST00000633009.1	20	4.24848	0	0
ENST00000634070.1	18	4.18068	0	0
ENST00000632963.1	20	4.24848	0	0
ENST00000633030.1	19	4.21642	0	0
ENST00000633765.1	31	4.49022	0	0
ENST00000632619.1	28	4.43409	0	0
ENST00000632968.1	17	4.14041	0	0
ENST00000633159.1	21	4.27752	0	0
ENST00000631871.1	20	4.24848	0	0
ENST00000633010.1	16	4.09465	0	0
ENST00000633379.1	37	4.59906	0	0
ENST00000632473.1	31	4.49022	0	0
ENST00000631884.1	17	4.14041	0	0
ENST00000632859.1	21	4.27752	0	0
ENST00000631895.1	23	4.32879	0	0
ENST00000634154.1	16	4.09465	0	0
ENST00000632609.2	31	4.49022	0	0
ENST00000632911.2	31	4.49022	0	0
ENST00000633504.1	31	4.49022	0	0
ENST00000632304.1	17	4.14041	0	0
ENST00000632542.1	18	4.18068	0	0
ENST00000633968.1	20	4.24848	0	0
ENST00000634085.1	16	4.09465	0	0
ENST00000633353.1	31	4.49022	0	0
ENST00000631803.1	31	4.49022	0	0
ENST00000633210.1	17	4.14041	0	0
ENST00000439842.1	11	3.73525	0	0
ENST00000390567.1	20	4.24848	0	0
ENST00000452198.1	18	4.18068	0	0
ENST00000390569.1	20	4.24848	0	0
ENST00000437320.1	19	4.21642	0	0
ENST00000390571.1	31	4.49022	0	0
ENST00000390572.1	28	4.43409	0	0
ENST00000450276.1	17	4.14041	0	0
ENST00000390574.1	21	4.27752	0	0
ENST00000390575.1	20	4.24848	0	0
ENST00000431870.1	16	4.09465	0	0
ENST00000390577.1	37	4.59906	0	0
ENST00000390578.1	31	4.49022	0	0
ENST00000451044.1	17	4.14041	0	0
ENST00000390580.1	21	4.27752	0	0
ENST00000390581.1	23	4.32879	0	0
ENST00000431440.2	16	4.09465	0	0
ENST00000390585.1	31	4.49022	0	0
ENST00000430425.1	17	4.14041	0	0
ENST00000454691.1	18	4.18068	0	0
ENST00000390588.1	20	4.24848	0	0
ENST00000414852.1	16	4.09465	0	0
ENST00000390590.1	31	4.49022	0	0
ENST00000390591.1	31	4.49022	0	0
ENST00000454908.1	17	4.14041	0	0
ENST00000390583.1	31	4.49022	0	0
ENST00000390584.1	31	4.49022	0	0
ENST00000604642.1	23	4.32879	0	0
ENST00000603326.1	19	4.21642	0	0
ENST00000604950.1	31	4.49022	0	0
ENST00000603077.1	31	4.49022	0	0
ENST00000605284.1	17	4.14041	0	0
ENST00000604446.1	23	4.32879	0	0
ENST00000603693.1	19	4.21642	0	0
ENST00000603935.1	31	4.49022	0	0
ENST00000604102.1	31	4.49022	0	0
ENST00000604838.1	17	4.14041	0	0
ENST00000361390.2	956	707	94	61.0079
ENST00000361453.3	1042	793	89.6629	51.8821
ENST00000361624.2	1542	1293	2462.99	874.063
ENST00000361739.1	684	435	458.991	484.165
ENST00000361851.1	207	14.0473	0	0
ENST00000361899.2	681	432	54.6462	58.0435
ENST00000362079.2	784	535	523	448.566
ENST00000361227.2	346	97.0678	29	137.088
ENST00000361335.1	297	51.6221	69	613.326
ENST00000361381.2	1378	1129	223.955	91.0215
ENST00000361567.2	1812	1563	299	87.7789
ENST00000361681.2	525	276	66	109.727
ENST00000361789.2	1141	892	162	83.3351
ENST00000614336.4	3728	3479	46.5472	6.13928
ENST00000612640.4	2116	1867	91.4769	22.4825
ENST00000618686.1	2237	1988	4	0.923255
ENST00000621424.4	2405	2156	28.1676	5.99486
ENST00000615165.1	1990	1741	30.9032	8.14484
ENST00000616049.4	2142	1893	0	0
ENST00000616157.1	1989	1740	0	0
ENST00000613204.1	1213	964	4.49071	2.13755
ENST00000617983.1	2404	2155	0	0
ENST00000612465.1	2195	1946	24.3915	5.75139
ENST00000612565.1	3027	2778	17	2.80798
ENST00000601199.2	510	261	0	0
ENST00000612315.1	831	582	0	0
ENST00000618003.1	351	102.039	0	0
ENST00000619729.1	294	49.2782	0	0
ENST00000613230.1	2179	1930	9.29122	2.20899
ENST00000400754.4	1599	1350	0.562255	0.191107
ENST00000612848.1	740	491	5.101	4.76707
ENST00000616638.1	1806	1557	0	0
ENST00000613216.4	3571	3322	0	0
ENST00000611339.1	3120	2871	0	0
ENST00000612919.1	372	123.003	1	3.73046
ENST00000621028.1	1426	1177	0	0
ENST00000611746.1	288	44.8343	0	0
ENST00000619792.1	2404	2155	0	0
ENST00000710606.1	5619	5370	0	0
ENST00000643872.4	4662	4413	101.863	10.5915
ENST00000628983.2	684	435	0	0
ENST00000673258.1	965	716	0	0
ENST00000672485.1	1872	1623	0.499998	0.14136
ENST00000671794.1	2030	1781	0	0
ENST00000671708.1	564	315	0	0
ENST00000672538.1	687	438	0	0
ENST00000672343.1	522	273	0	0
ENST00000672201.1	1282	1033	0	0
ENST00000672505.1	942	693	0	0
ENST00000673154.1	2979	2730	0	0
ENST00000671931.1	1038	789	9.56175e-05	5.56081e-05
ENST00000673369.1	925	676	11.8217	8.02438
ENST00000672991.1	1123	874	0	0
ENST00000672501.1	2775	2526	0	0
ENST00000672633.1	765	516	0	0
ENST00000672705.1	752	503	0	0
ENST00000673585.1	751	502	0	0
ENST00000671977.1	577	328	0	0
ENST00000673364.1	618	369	5.75977	7.16237
ENST00000707313.1	987	738	0	0
ENST00000707314.1	1430	1181	0	0
ENST00000707315.1	708	459	0	0
ENST00000707316.1	428	179	0	0
ENST00000707298.1	2588	2339	0	0
ENST00000707299.1	1125	876	0.949114	0.497155
ENST00000707300.1	1329	1080	2.9212	1.24112
ENST00000707301.1	2676	2427	39.5671	7.48069
ENST00000707302.1	1508	1259	1.99204	0.726024
ENST00000707303.1	1693	1444	0	0
ENST00000707304.1	1725	1476	0	0
ENST00000707305.1	1761	1512	0	0
ENST00000707306.1	495	246	1.82651	3.40695
ENST00000710353.1	7691	7442	0	0
ENST00000633392.1	1845	1596	0	0
ENST00000634171.3	1108	859	0	0
ENST00000632257.1	1642	1393	0	0
ENST00000632563.2	1840	1591	0	0
ENST00000632873.1	1525	1276	0	0
ENST00000355096.4	1592	1343	0	0
ENST00000633146.1	1560	1311	0	0
ENST00000632388.1	1720	1471	0	0
ENST00000632295.1	1720	1471	0	0
ENST00000672496.1	799	550	0	0
ENST00000672655.1	420	171	0	0
ENST00000672511.1	1443	1194	0.509864	0.195942
ENST00000631964.1	1863	1614	0	0
ENST00000633863.1	1148	899	0	0
ENST00000632559.1	1863	1614	0	0
ENST00000634012.1	1840	1591	0	0
ENST00000633810.2	1156	907	0	0
ENST00000707307.1	17448	17199	0	0
ENST00000713550.1	15574	15325	0	0
ENST00000633532.1	1863	1614	0	0
ENST00000633805.3	882	633	0	0
ENST00000633914.1	1863	1614	0	0
ENST00000632392.3	2163	1914	0	0
ENST00000639526.1	1331	1082	0	0
ENST00000632307.2	2067	1818	0	0
ENST00000633074.1	1720	1471	0	0
ENST00000632222.1	1844	1595	0	0
ENST00000632952.1	1706	1457	0	0
ENST00000631760.1	1592	1343	0	0
ENST00000632108.2	1518	1269	0	0
ENST00000713586.1	1446	1197	0	0
ENST00000707310.1	2661	2412	4.83031	0.918916
ENST00000573911.1	918	669	0	0
ENST00000571130.1	918	669	0	0
ENST00000575017.3	985	736	0	0
ENST00000627413.2	1850	1601	0	0
ENST00000627553.2	546	297	0	0
ENST00000628217.2	1927	1678	0	0
ENST00000630375.2	574	325	0	0
ENST00000630161.2	1320	1071	0	0
ENST00000629515.2	598	349	0	0
ENST00000625808.1	762	513	0	0
ENST00000626295.1	548	299	0	0
ENST00000627713.2	561	312	0	0
ENST00000631317.2	1897	1648	0	0
ENST00000628783.2	1886	1637	0	0
ENST00000631251.2	2039	1790	0	0
ENST00000627464.1	583	334	0	0
ENST00000628315.1	1247	998	0	0
ENST00000631283.1	936	687	0	0
ENST00000628182.3	10252	10003	68.5222	3.14325
ENST00000625211.2	7812	7563	3.28446	0.199273
ENST00000626957.2	593	344	0	0
ENST00000626698.1	4774	4525	33.0783	3.35431
ENST00000626446.1	473	224	0	0
ENST00000627346.1	435	186	0.791581	1.95281
ENST00000626182.1	562	313	0.41756	0.612142
ENST00000673006.3	5321	5072	5.74774	0.519991
ENST00000672883.3	1362	1113	1.59565	0.657841
ENST00000672034.3	1370	1121	0	0
ENST00000671787.1	1800	1551	0	0
ENST00000671991.1	1956	1707	0	0
ENST00000672360.1	352	103.035	0.557577	2.48312
ENST00000707519.1	3627	3378	54.0725	7.34506
ENST00000707520.1	3666	3417	0.000156412	2.10041e-05
ENST00000707521.1	3429	3180	0	0
ENST00000707522.1	2283	2034	33.3731	7.52876
ENST00000707523.1	1297	1048	1.21339	0.531274
ENST00000707524.1	549	300	0.236468	0.361684
ENST00000707525.1	684	435	8.97535	9.4676
ENST00000707526.1	669	420	0	0
ENST00000707527.1	590	341	0	0
ENST00000707528.1	561	312	0	0
ENST00000707529.1	576	327	0	0
ENST00000707530.1	428	179	0.5	1.28173
ENST00000707531.1	595	346	0	0
ENST00000707533.1	4089	3840	0	0
ENST00000707534.1	3211	2962	0	0
ENST00000707536.1	3163	2914	0	0
ENST00000707535.1	4528	4279	0	0
ENST00000707537.1	2091	1842	0	0
ENST00000707538.1	581	332	0	0
ENST00000707539.1	580	331	0	0
ENST00000707540.1	3528	3279	0	0
ENST00000707541.1	3576	3327	0	0
ENST00000707542.1	1934	1685	0	0
ENST00000707543.1	600	351	0	0
ENST00000707547.1	1842	1593	0.5	0.144023
ENST00000707544.1	2319	2070	0	0
ENST00000707545.1	1956	1707	0	0
ENST00000707546.1	709	460	0	0
ENST00000629245.3	5532	5283	9.58193	0.832244
ENST00000626912.1	2220	1971	11.6087	2.70255
ENST00000631077.1	1501	1252	0.357575	0.131051
ENST00000628134.1	496	247	1.64156	3.04956
ENST00000707550.1	4455	4206	0	0
ENST00000707551.1	4824	4575	2.86654	0.287505
ENST00000707552.1	637	388	0.121305	0.143458
ENST00000707558.1	942	693	0.638078	0.422492
ENST00000707559.1	1118	869	1.5	0.792044
ENST00000707560.1	899	650	0.25	0.176484
ENST00000707567.1	1181	932	1.19669	0.589172
ENST00000707575.1	1156	907	1.67343	0.846601
ENST00000627374.3	6422	6173	20.0738	1.49214
ENST00000625206.2	580	331	0	0
ENST00000626671.1	554	305	0.538399	0.809996
ENST00000627461.1	549	300	1.65003	2.52376
ENST00000707569.1	3174	2925	5.73803	0.90015
ENST00000707570.1	1745	1496	43.6165	13.3782
ENST00000710276.1	1493	1244	0	0
ENST00000707571.1	795	546	0	0
ENST00000707572.1	608	359	0	0
ENST00000707573.1	478	229	0	0
ENST00000707574.1	587	338	0.145471	0.197486
ENST00000626413.3	6661	6412	0	0
ENST00000628303.1	3402	3153	0	0
ENST00000630190.1	554	305	1.50687	2.26701
ENST00000626461.1	566	317	0	0
ENST00000629698.1	585	336	0.389568	0.532013
ENST00000627160.1	258	27.8014	0	0
ENST00000672610.1	651	402	0	0
ENST00000673238.1	1917	1668	0	0
ENST00000707589.1	1161	912	0	0
ENST00000707590.1	435	186	0	0
ENST00000707591.1	1125	876	0	0
ENST00000707592.1	1895	1646	0	0
ENST00000707593.1	582	333	0	0
ENST00000707597.1	1179	930	0	0
ENST00000707598.1	663	414	0	0
ENST00000707599.1	1143	894	0	0
ENST00000707600.1	1913	1664	0	0
ENST00000707601.1	593	344	0	0
ENST00000707602.1	1179	930	0	0
ENST00000672066.1	3176	2927	0.00014466	2.26779e-05
ENST00000673544.1	344	95.0839	0	0
ENST00000672298.1	554	305	0	0
ENST00000672379.1	2177	1928	16.305	3.88054
ENST00000673583.1	1018	769	0	0
ENST00000672062.1	279	38.8143	0	0
ENST00000672432.1	279	38.8143	0	0
ENST00000630425.2	5222	4973	15.7012	1.44875
ENST00000629302.2	1103	854	0	0
ENST00000626471.1	494	245	0	0
ENST00000627288.1	378	129.001	0.0927053	0.329753
ENST00000639310.1	1063	814	0	0
ENST00000710319.1	921	672	0	0
ENST00000625523.2	3164	2915	0	0
ENST00000627903.2	3575	3326	0	0
ENST00000629360.3	3639	3390	0	0
ENST00000626327.2	3446	3197	0	0
ENST00000628693.2	3507	3258	3.81798	0.537725
ENST00000625820.2	3626	3377	0	0
ENST00000631353.1	721	472	0	0
ENST00000628249.1	2864	2615	0	0
ENST00000629127.1	2714	2465	0	0
ENST00000672946.1	4233	3984	0	0
ENST00000672546.1	548	299	0	0
ENST00000672964.1	3261	3012	0	0
ENST00000707384.1	2035	1786	4.65991	1.19722
ENST00000707385.1	3322	3073	0	0
ENST00000707386.1	921	672	0	0
ENST00000707387.1	685	436	0	0
ENST00000707388.1	653	404	0	0
ENST00000707389.1	582	333	0.637914	0.879013
ENST00000707390.1	1574	1325	6	2.07785
ENST00000707391.1	336	87.1877	0	0
ENST00000707355.1	6227	5978	24.7045	1.89626
ENST00000707356.1	1153	904	0	0
ENST00000707357.1	945	696	1.82672	1.20432
ENST00000707358.1	2920	2671	2.9384	0.504796
ENST00000707362.1	490	241	0	0
ENST00000707364.1	892	643	0	0
ENST00000707365.1	3447	3198	0	0
ENST00000707366.1	549	300	0	0
ENST00000707363.1	3480	3231	0	0
ENST00000707367.1	567	318	0	0
ENST00000707368.1	583	334	0	0
ENST00000707369.1	791	542	8.52937	7.22098
ENST00000707370.1	3401	3152	0	0
ENST00000707371.1	843	594	0	0
ENST00000707421.1	661	412	0	0
ENST00000707422.1	3619	3370	0.727027	0.0989917
ENST00000707423.1	2015	1766	0	0
ENST00000707425.1	1773	1524	0	0
ENST00000707424.1	1136	887	0	0
ENST00000707426.1	603	354	0	0
ENST00000707373.1	768	519	0	0
ENST00000707374.1	935	686	0	0
ENST00000707372.1	2018	1769	8.84101	2.29325
ENST00000707375.1	572	323	0.5	0.710306
ENST00000707376.1	1929	1680	3.59489	0.98187
ENST00000707377.1	727	478	0	0
ENST00000707378.1	470	221	0	0
ENST00000707379.1	1787	1538	10.6909	3.18959
ENST00000707380.1	981	732	0	0
ENST00000707381.1	4619	4370	1.7489	0.183638
ENST00000707382.1	713	464	0	0
ENST00000707383.1	550	301	0	0
ENST00000707396.1	4361	4112	0	0
ENST00000707397.1	2389	2140	0	0
ENST00000707398.1	3612	3363	1.57619	0.21506
ENST00000707399.1	1607	1358	0.446541	0.150883
ENST00000707609.1	1564	1315	0	0
ENST00000707614.1	1866	1617	0	0
ENST00000707615.1	558	309	0.84356	1.25267
ENST00000707616.1	2849	2600	0	0
ENST00000707617.1	2881	2632	0	0
ENST00000707618.1	3208	2959	0	0
ENST00000707619.1	3241	2992	0	0
ENST00000707620.1	1899	1650	0	0
ENST00000707621.1	963	714	0	0
ENST00000710277.1	6230	5981	0	0
ENST00000713539.1	7790	7541	0	0
ENST00000707628.1	648	399	0	0
ENST00000707629.1	619	370	0	0
ENST00000707626.2	4170	3921	0	0
ENST00000707624.1	3830	3581	0	0
ENST00000707625.1	3818	3569	0	0
ENST00000707627.1	613	364	0	0
ENST00000713541.1	7786	7537	18.5783	1.13106
ENST00000710279.1	6230	5981	12.8523	0.986019
ENST00000710278.1	6230	5981	62.7296	4.81257
ENST00000713540.1	7774	7525	0	0
ENST00000713538.1	7786	7537	0	0
ENST00000710275.1	6230	5981	44.8201	3.43856
ENST00000711198.2	2579	2330	14.9797	2.95003
ENST00000972704.1	744	495	0.317612	0.294421
ENST00000972738.1	572	323	0	0
ENST00000972723.1	797	548	0	0
ENST00000972721.1	539	290	0	0
ENST00000972751.1	679	430	0.702662	0.749818
ENST00000972712.1	490	241	0	0
ENST00000715685.1	2585	2336	18.0568	3.54688
ENST00000711141.2	3757	3508	2.49742	0.32667
ENST00000972677.1	1951	1702	0	0
ENST00000972792.1	7934	7685	2.95055	0.176172
ENST00000972699.1	1351	1102	1.25755	0.523625
ENST00000711256.2	1538	1289	0	0
ENST00000972739.1	1789	1540	0.634316	0.189
ENST00000972698.1	1013	764	0.866829	0.520617
ENST00000711206.2	1330	1081	0	0
ENST00000972689.1	1087	838	0	0
ENST00000972690.1	989	740	0	0
ENST00000972779.1	510	261	0	0
ENST00000972718.1	442	193	0	0
ENST00000707466.1	2491	2242	0	0
ENST00000707467.1	1880	1631	0	0
ENST00000707468.1	1919	1670	0	0
ENST00000707469.1	1859	1610	0	0
ENST00000707470.1	1919	1670	0	0
ENST00000707471.1	2052	1803	155.466	39.5656
ENST00000707472.1	1895	1646	0	0
ENST00000707473.1	1842	1593	0	0
ENST00000707474.1	1860	1611	1.89947	0.541023
ENST00000707475.1	1749	1500	0	0
ENST00000707476.1	2241	1992	5.40023	1.24395
ENST00000707477.1	1993	1744	0	0
ENST00000707478.1	1895	1646	0	0
ENST00000707479.1	2185	1936	0	0
ENST00000707480.1	2005	1756	0	0
ENST00000707481.1	2141	1892	0	0
ENST00000707482.1	2256	2007	14.137	3.23212
ENST00000707483.1	1958	1709	5.45553	1.46478
ENST00000707484.1	1698	1449	0	0
ENST00000707485.1	2001	1752	1817.68	476.061
ENST00000707486.1	1137	888	0	0
ENST00000707487.1	1449	1200	0	0
ENST00000707488.1	1128	879	0	0
ENST00000707489.1	1228	979	0	0
ENST00000707490.1	1340	1091	0	0
ENST00000707491.1	10726	10477	0	0
ENST00000707492.1	10801	10552	0	0
ENST00000707493.1	591	342	0.5	0.670845
ENST00000707494.1	1890	1641	0	0
ENST00000707495.1	565	316	0	0
ENST00000707496.1	808	559	1.33455	1.09547
