target_id	length	eff_length	est_counts	tpm
ENST00000631708.1	439	190	1.38715e-06	2.81879e-07
ENST00000632960.1	457	208	242.969	45.1005
ENST00000633987.1	589	340	2442.2	277.33
ENST00000632005.1	434	185	91.6093	19.1189
ENST00000633570.1	349	100.049	689.68	266.152
ENST00000615784.2	353	104.031	360.579	133.823
ENST00000633400.1	431	182	1715.53	363.934
ENST00000631379.1	417	168	307.828	70.7446
ENST00000632882.1	414	165	2367.26	553.932
ENST00000632211.1	439	190	79.7192	16.1996
ENST00000632105.1	657	408	1042.5	98.653
ENST00000632630.1	432	183	3445.54	726.943
ENST00000633299.1	417	168	1286.29	295.613
ENST00000633350.1	417	168	962.855	221.282
ENST00000390282.2	419	170	147	33.3859
ENST00000390287.2	365	116.007	20	6.6564
ENST00000390283.2	414	165	13	3.04196
ENST00000390284.2	362	113.011	51	17.4239
ENST00000390285.4	353	104.031	396	146.969
ENST00000390286.3	381	132.001	0	0
ENST00000390289.2	379	130.001	33	9.8008
ENST00000390290.3	389	140	1721.93	474.878
ENST00000390291.2	405	156	5.20109	1.28725
ENST00000427632.2	409	160	1054	254.34
ENST00000390293.1	369	120.004	10.2922	3.31135
ENST00000390294.2	407	158	623.277	152.306
ENST00000390295.3	385	136	203.671	57.8207
ENST00000390296.2	397	148	190.832	49.7833
ENST00000390297.3	467	218	1880.72	333.091
ENST00000390298.2	385	136	50.6645	14.3833
ENST00000390299.2	407	158	301.485	73.672
ENST00000390300.2	374	125.002	0	0
ENST00000390301.3	393	144	410.416	110.041
ENST00000390302.3	412	163	0	0
ENST00000390303.3	383	134.001	0	0
ENST00000390304.2	377	128.001	591	178.265
ENST00000390305.2	380	131.001	534.725	157.598
ENST00000390306.2	502	253	9491.44	1448.46
ENST00000390307.2	409	160	9.00199	2.17227
ENST00000390308.2	602	353	39585	4329.63
ENST00000390309.2	377	128.001	2835	855.131
ENST00000390310.3	367	118.006	265.289	86.7984
ENST00000390311.3	385	136	13.7048	3.89071
ENST00000390312.2	402	153	5515.19	1391.76
ENST00000390315.3	382	133.001	573	166.339
ENST00000390316.2	461	212	190.208	34.6408
ENST00000620395.2	517	268	4150.09	597.884
ENST00000390318.2	403	154	5	1.25356
ENST00000390319.2	398	149	2157.11	558.96
ENST00000604066.1	353	104.031	147.376	54.6963
ENST00000390609.3	432	183	3445.54	726.943
ENST00000390616.2	400	151	0	0
ENST00000390618.2	426	177	7.72762	1.68565
ENST00000390612.3	425	176	27.9181	6.12445
ENST00000390607.2	430	181	0	0
ENST00000632099.1	353	104.031	53.9977	20.0404
ENST00000390617.2	366	117.006	20	6.59956
ENST00000390603.2	437	188	0	0
ENST00000390606.3	415	166	63.038	14.6618
ENST00000390610.2	411	162	0	0
ENST00000390615.2	431	182	1678.87	356.156
ENST00000603660.1	431	182	1715.53	363.934
ENST00000632950.2	410	161	221.998	53.2375
ENST00000390611.2	381	132.001	0.38572	0.112821
ENST00000390605.2	410	161	0	0
ENST00000438142.3	428	179	704.018	151.854
ENST00000390602.3	430	181	101.07	21.5596
ENST00000390604.2	425	176	4.52079	0.991736
ENST00000390601.3	473	224	977.793	168.536
ENST00000390313.3	356	107.022	10.2026	3.68073
ENST00000390314.2	400	151	2254.86	576.55
ENST00000390619.2	425	176	22.0957	4.84719
ENST00000434710.1	434	185	0	0
ENST00000390621.3	411	162	5.54609	1.3218
ENST00000390622.2	655	406	0	0
ENST00000390624.3	432	183	286.302	60.4043
ENST00000390625.3	439	190	79.7192	16.1996
ENST00000390626.2	410	161	0	0
ENST00000390627.3	571	322	205.976	24.6976
ENST00000390628.3	414	165	85.6189	20.0346
ENST00000390629.3	495	246	1498.93	235.256
ENST00000519403.2	307	59.9608	0	0
ENST00000610349.2	407	158	301.485	73.672
ENST00000628287.1	466	217	4.89833e-05	8.71531e-06
ENST00000627634.1	383	134.001	0	0
ENST00000628968.1	374	125.002	0	0
ENST00000618644.2	385	136	50.6645	14.3833
ENST00000618026.2	393	144	410.416	110.041
ENST00000630493.1	369	120.004	121.044	38.9441
ENST00000629472.1	412	163	0	0
ENST00000626489.1	397	148	190.832	49.7833
ENST00000628219.1	534	285	53.9839	7.31331
ENST00000627132.1	384	135.001	5.99327	1.71405
ENST00000626108.1	353	104.031	8.52462	3.16378
ENST00000390593.2	415	166	0	0
ENST00000390594.3	417	168	962.855	221.282
ENST00000390595.3	395	146	1694.69	448.159
ENST00000455737.2	417	168	307.828	70.7446
ENST00000631943.1	402	153	15.3538	3.87452
ENST00000390597.3	378	129.001	276.478	82.7485
ENST00000390598.2	430	181	0	0
ENST00000390630.3	457	208	242.969	45.1005
ENST00000454421.2	431	182	0	0
ENST00000390632.2	427	178	0	0
ENST00000390633.2	412	163	0	0
ENST00000390634.3	434	185	91.6093	19.1189
ENST00000632209.1	353	104.031	360.579	133.823
ENST00000624687.1	411	162	2550.43	607.844
ENST00000617374.2	358	109.017	114.068	40.3982
ENST00000433072.2	437	188	0	0
ENST00000390636.2	437	188	334.79	68.7558
ENST00000424969.2	587	338	0	0
ENST00000390639.2	405	156	0	0
ENST00000557788.2	353	104.031	4.11092	1.5257
ENST00000630556.1	353	104.031	147.376	54.6963
ENST00000622410.2	353	104.031	15.708	5.82977
ENST00000338912.5	353	104.031	0	0
ENST00000558565.2	359	110.015	0	0
ENST00000453673.3	353	104.031	1.23131	0.45698
ENST00000390243.2	538	289	18955.5	2532.4
ENST00000464162.1	380	131.001	571.176	168.341
ENST00000390247.2	445	196	76.7873	15.1261
ENST00000495489.1	398	149	18.1562	4.70472
ENST00000493819.1	409	160	791.057	190.89
ENST00000483158.1	392	143	1878.36	507.152
ENST00000480492.1	398	149	285.699	74.0316
ENST00000390252.2	442	193	2745.73	549.281
ENST00000479981.1	378	129.001	566.12	169.437
ENST00000490686.1	378	129.001	429.359	128.505
ENST00000492167.1	400	151	6901.86	1764.75
ENST00000390256.2	406	157	45.4384	11.1742
ENST00000484817.1	390	141	267.931	73.3664
ENST00000498435.1	382	133.001	214.205	62.1827
ENST00000482769.1	390	141	153.055	41.9105
ENST00000468494.1	390	141	292.979	80.2253
ENST00000473726.1	382	133.001	130.209	37.7993
ENST00000465170.1	398	149	2.42588	0.628603
ENST00000498574.1	398	149	341.51	88.4935
ENST00000620613.1	314	66.2053	5.05919	2.95041
ENST00000448155.2	376	127.002	6596.66	2005.44
ENST00000509129.1	353	104.031	6.32323	2.34677
ENST00000390265.2	440	191	2421.38	489.467
ENST00000474213.1	395	146	11.794	3.11891
ENST00000491977.1	390	141	70.5304	19.3131
ENST00000453166.2	396	147	1984.54	521.238
ENST00000390268.2	390	141	1.33786	0.36634
ENST00000462693.1	390	141	35.1385	9.62182
ENST00000436451.2	409	160	60.7096	14.6498
ENST00000390270.2	445	196	288.827	56.8952
ENST00000390271.2	371	122.003	1.47709	0.467444
ENST00000483379.1	532	283	183.785	25.0737
ENST00000492446.1	378	129.001	50.5229	15.1213
ENST00000417279.3	396	147	226.215	59.4154
ENST00000611391.1	376	127.002	313.706	95.369
ENST00000377032.5	371	122.003	747.543	236.57
ENST00000390277.3	444	195	994.526	196.914
ENST00000390278.3	373	124.002	2.00033	0.622824
ENST00000468879.1	532	283	18.6684	2.54692
ENST00000471857.2	534	285	14.7587	1.99939
ENST00000443397.5	384	135.001	5.99327	1.71405
ENST00000421835.2	350	101.044	61.9284	23.6633
ENST00000429992.3	365	116.007	33.676	11.208
ENST00000390244.2	408	159	11.5	2.79251
ENST00000496168.1	532	283	5521.82	753.339
ENST00000354689.6	294	49.2782	4.7514	3.72273
ENST00000567458.2	358	109.017	0	0
ENST00000425181.3	350	101.044	0	0
ENST00000565407.2	349	100.049	20.0136	7.72337
ENST00000570121.2	353	104.031	2	0.742269
ENST00000562905.2	353	104.031	1.02105	0.378948
ENST00000569103.2	349	100.049	0	0
ENST00000390477.2	720	471	554	45.4133
ENST00000611116.2	978	729	2397	126.951
ENST00000632136.1	760	511	662.987	50.0932
ENST00000622053.4	755	506	2566.06	195.799
ENST00000633705.1	760	511	662.987	50.0932
ENST00000436911.6	1013	764	650.15	32.856
ENST00000443402.6	2730	2481	109.316	1.70119
ENST00000466254.1	758	509	678.961	51.5017
ENST00000631705.1	63	5.12058	0	0
ENST00000633501.1	51	4.86552	0	0
ENST00000631521.1	48	4.80593	0	0
ENST00000633896.1	50	4.84548	0	0
ENST00000632178.1	53	4.90612	0	0
ENST00000634062.1	52	4.88573	0	0
ENST00000390320.2	127	7.16476	0	0
ENST00000390322.2	175	10.234	0	0
ENST00000390324.2	176	10.3244	0	0
ENST00000390326.2	33	4.52663	0	0
ENST00000390328.2	70	5.28313	0	0
ENST00000390330.2	46	4.76704	0	0
ENST00000390327.3	38	4.61727	0	0
ENST00000390560.2	61	5.07609	0	0
ENST00000488476.1	49	4.82562	0	0
ENST00000461719.1	46	4.76704	0	0
ENST00000463911.1	49	4.82562	0	0
ENST00000390564.2	52	4.88573	0	0
ENST00000390565.1	52	4.88573	0	0
ENST00000390238.2	38	4.61727	0	0
ENST00000390239.2	37	4.59906	0	0
ENST00000390240.2	38	4.61727	0	0
ENST00000390241.3	39	4.63556	0	0
ENST00000390242.2	38	4.61727	0	0
ENST00000632524.1	11	3.73525	0	0
ENST00000633009.1	20	4.24848	0	0
ENST00000634070.1	18	4.18068	0	0
ENST00000632963.1	20	4.24848	0	0
ENST00000633030.1	19	4.21642	0	0
ENST00000633765.1	31	4.49022	0	0
ENST00000632619.1	28	4.43409	0	0
ENST00000632968.1	17	4.14041	0	0
ENST00000633159.1	21	4.27752	0	0
ENST00000631871.1	20	4.24848	0	0
ENST00000633010.1	16	4.09465	0	0
ENST00000633379.1	37	4.59906	0	0
ENST00000632473.1	31	4.49022	0	0
ENST00000631884.1	17	4.14041	0	0
ENST00000632859.1	21	4.27752	0	0
ENST00000631895.1	23	4.32879	0	0
ENST00000634154.1	16	4.09465	0	0
ENST00000632609.2	31	4.49022	0	0
ENST00000632911.2	31	4.49022	0	0
ENST00000633504.1	31	4.49022	0	0
ENST00000632304.1	17	4.14041	0	0
ENST00000632542.1	18	4.18068	0	0
ENST00000633968.1	20	4.24848	0	0
ENST00000634085.1	16	4.09465	0	0
ENST00000633353.1	31	4.49022	0	0
ENST00000631803.1	31	4.49022	0	0
ENST00000633210.1	17	4.14041	0	0
ENST00000439842.1	11	3.73525	0	0
ENST00000390567.1	20	4.24848	0	0
ENST00000452198.1	18	4.18068	0	0
ENST00000390569.1	20	4.24848	0	0
ENST00000437320.1	19	4.21642	0	0
ENST00000390571.1	31	4.49022	0	0
ENST00000390572.1	28	4.43409	0	0
ENST00000450276.1	17	4.14041	0	0
ENST00000390574.1	21	4.27752	0	0
ENST00000390575.1	20	4.24848	0	0
ENST00000431870.1	16	4.09465	0	0
ENST00000390577.1	37	4.59906	0	0
ENST00000390578.1	31	4.49022	0	0
ENST00000451044.1	17	4.14041	0	0
ENST00000390580.1	21	4.27752	0	0
ENST00000390581.1	23	4.32879	0	0
ENST00000431440.2	16	4.09465	0	0
ENST00000390585.1	31	4.49022	0	0
ENST00000430425.1	17	4.14041	0	0
ENST00000454691.1	18	4.18068	0	0
ENST00000390588.1	20	4.24848	0	0
ENST00000414852.1	16	4.09465	0	0
ENST00000390590.1	31	4.49022	0	0
ENST00000390591.1	31	4.49022	0	0
ENST00000454908.1	17	4.14041	0	0
ENST00000390583.1	31	4.49022	0	0
ENST00000390584.1	31	4.49022	0	0
ENST00000604642.1	23	4.32879	0	0
ENST00000603326.1	19	4.21642	0	0
ENST00000604950.1	31	4.49022	0	0
ENST00000603077.1	31	4.49022	0	0
ENST00000605284.1	17	4.14041	0	0
ENST00000604446.1	23	4.32879	0	0
ENST00000603693.1	19	4.21642	0	0
ENST00000603935.1	31	4.49022	0	0
ENST00000604102.1	31	4.49022	0	0
ENST00000604838.1	17	4.14041	0	0
ENST00000361390.2	956	707	1371.18	74.8805
ENST00000361453.3	1042	793	1202.61	58.5528
ENST00000361624.2	1542	1293	58413.1	1744.24
ENST00000361739.1	684	435	8494.88	753.984
ENST00000361851.1	207	14.0473	0	0
ENST00000361899.2	681	432	1769.67	158.163
ENST00000362079.2	784	535	22784.8	1644.32
ENST00000361227.2	346	97.0678	976	388.212
ENST00000361335.1	297	51.6221	176	131.635
ENST00000361381.2	1378	1129	3383.71	115.716
ENST00000361567.2	1812	1563	3051.93	75.3893
ENST00000361681.2	525	276	541	75.6803
ENST00000361789.2	1141	892	2814	121.802
ENST00000614336.4	3728	3479	541.239	6.00661
ENST00000612640.4	2116	1867	250.859	5.18776
ENST00000618686.1	2237	1988	69	1.34007
ENST00000621424.4	2405	2156	3.80902	0.0682118
ENST00000615165.1	1990	1741	0	0
ENST00000616049.4	2142	1893	0	0
ENST00000616157.1	1989	1740	0	0
ENST00000613204.1	1213	964	45.0163	1.80297
ENST00000617983.1	2404	2155	9.69588	0.173714
ENST00000612465.1	2195	1946	155.893	3.09299
ENST00000612565.1	3027	2778	491.088	6.82529
ENST00000601199.2	510	261	6	0.887575
ENST00000612315.1	831	582	11	0.729733
ENST00000618003.1	351	102.039	772.046	292.127
ENST00000619729.1	294	49.2782	3311.17	2594.3
ENST00000613230.1	2179	1930	701.164	14.0267
ENST00000400754.4	1599	1350	53.4261	1.52797
ENST00000612848.1	740	491	40.2286	3.16336
ENST00000616638.1	1806	1557	0	0
ENST00000613216.4	3571	3322	0	0
ENST00000611339.1	3120	2871	0	0
ENST00000612919.1	372	123.003	16.1675	5.07483
ENST00000621028.1	1426	1177	0	0
ENST00000611746.1	288	44.8343	79.6842	68.6208
ENST00000619792.1	2404	2155	4.36112	0.078135
ENST00000710606.1	5619	5370	59.2102	0.425713
ENST00000643872.4	4662	4413	1180.73	10.3303
ENST00000628983.2	684	435	127.26	11.2953
ENST00000673258.1	965	716	0.5	0.026962
ENST00000672485.1	1872	1623	0	0
ENST00000671794.1	2030	1781	0	0
ENST00000671708.1	564	315	0	0
ENST00000672538.1	687	438	0.147941	0.0130409
ENST00000672343.1	522	273	0	0
ENST00000672201.1	1282	1033	10.3792	0.387936
ENST00000672505.1	942	693	5.53799	0.308541
ENST00000673154.1	2979	2730	27.57	0.389914
ENST00000671931.1	1038	789	172.066	8.42001
ENST00000673369.1	925	676	0.00012691	7.24844e-06
ENST00000672991.1	1123	874	0	0
ENST00000672501.1	2775	2526	0.513856	0.00785421
ENST00000672633.1	765	516	0	0
ENST00000672705.1	752	503	0	0
ENST00000673585.1	751	502	57.1132	4.39266
ENST00000671977.1	577	328	0.806616	0.0949484
ENST00000673364.1	618	369	0	0
ENST00000707313.1	987	738	0	0
ENST00000707314.1	1430	1181	1.5	0.0490383
ENST00000707315.1	708	459	0.5	0.0420583
ENST00000707316.1	428	179	0	0
ENST00000707298.1	2588	2339	3.10667e-06	5.12813e-08
ENST00000707299.1	1125	876	30.9182	1.36272
ENST00000707300.1	1329	1080	8.97556	0.320872
ENST00000707301.1	2676	2427	425.075	6.76224
ENST00000707302.1	1508	1259	0	0
ENST00000707303.1	1693	1444	39.7757	1.06352
ENST00000707304.1	1725	1476	0	0
ENST00000707305.1	1761	1512	0	0
ENST00000707306.1	495	246	6.70928	1.05302
ENST00000710353.1	7691	7442	0	0
ENST00000633392.1	1845	1596	0	0
ENST00000634171.3	1108	859	2.0032	0.090038
ENST00000632257.1	1642	1393	0	0
ENST00000632563.2	1840	1591	0	0
ENST00000632873.1	1525	1276	0	0
ENST00000355096.4	1592	1343	0	0
ENST00000633146.1	1560	1311	0	0
ENST00000632388.1	1720	1471	0	0
ENST00000632295.1	1720	1471	0	0
ENST00000672496.1	799	550	0	0
ENST00000672655.1	420	171	0	0
ENST00000672511.1	1443	1194	8.0655	0.260808
ENST00000631964.1	1863	1614	0	0
ENST00000633863.1	1148	899	0	0
ENST00000632559.1	1863	1614	0	0
ENST00000634012.1	1840	1591	0	0
ENST00000633810.2	1156	907	0	0
ENST00000707307.1	17448	17199	0	0
ENST00000713550.1	15574	15325	1.22964	0.00309793
ENST00000633532.1	1863	1614	0	0
ENST00000633805.3	882	633	0	0
ENST00000633914.1	1863	1614	0	0
ENST00000632392.3	2163	1914	0	0
ENST00000639526.1	1331	1082	0	0
ENST00000632307.2	2067	1818	0	0
ENST00000633074.1	1720	1471	0	0
ENST00000632222.1	1844	1595	0	0
ENST00000632952.1	1706	1457	0	0
ENST00000631760.1	1592	1343	0	0
ENST00000632108.2	1518	1269	0	0
ENST00000713586.1	1446	1197	0	0
ENST00000707310.1	2661	2412	11.6526	0.186526
ENST00000573911.1	918	669	0	0
ENST00000571130.1	918	669	0	0
ENST00000575017.3	985	736	0	0
ENST00000627413.2	1850	1601	0	0
ENST00000627553.2	546	297	2.85216	0.370776
ENST00000628217.2	1927	1678	0	0
ENST00000630375.2	574	325	2.26568	0.26916
ENST00000630161.2	1320	1071	9.68316	0.349078
ENST00000629515.2	598	349	0	0
ENST00000625808.1	762	513	0	0
ENST00000626295.1	548	299	0	0
ENST00000627713.2	561	312	1.5	0.185623
ENST00000631317.2	1897	1648	12.4442	0.291543
ENST00000628783.2	1886	1637	0	0
ENST00000631251.2	2039	1790	5.39891	0.116452
ENST00000627464.1	583	334	0	0
ENST00000628315.1	1247	998	0	0
ENST00000631283.1	936	687	0	0
ENST00000628182.3	10252	10003	255.122	0.984719
ENST00000625211.2	7812	7563	87.8198	0.448325
ENST00000626957.2	593	344	0	0
ENST00000626698.1	4774	4525	2.13995	0.0182591
ENST00000626446.1	473	224	0	0
ENST00000627346.1	435	186	0.974216	0.202226
ENST00000626182.1	562	313	0	0
ENST00000673006.3	5321	5072	0	0
ENST00000672883.3	1362	1113	0	0
ENST00000672034.3	1370	1121	0	0
ENST00000671787.1	1800	1551	0	0
ENST00000671991.1	1956	1707	0	0
ENST00000672360.1	352	103.035	6.66496	2.49751
ENST00000707519.1	3627	3378	260.253	2.97462
ENST00000707520.1	3666	3417	2.09966e-07	2.37245e-09
ENST00000707521.1	3429	3180	0	0
ENST00000707522.1	2283	2034	43.4905	0.825539
ENST00000707523.1	1297	1048	8.29861	0.30573
ENST00000707524.1	549	300	0	0
ENST00000707525.1	684	435	48.3489	4.29133
ENST00000707526.1	669	420	0	0
ENST00000707527.1	590	341	1.8204	0.206114
ENST00000707528.1	561	312	0.556079	0.0688139
ENST00000707529.1	576	327	2.12071	0.250396
ENST00000707530.1	428	179	2	0.431391
ENST00000707531.1	595	346	5.5	0.613735
ENST00000707533.1	4089	3840	0	0
ENST00000707534.1	3211	2962	0	0
ENST00000707536.1	3163	2914	0	0
ENST00000707535.1	4528	4279	1.15151	0.0103901
ENST00000707537.1	2091	1842	0	0
ENST00000707538.1	581	332	0	0
ENST00000707539.1	580	331	0	0
ENST00000707540.1	3528	3279	0	0
ENST00000707541.1	3576	3327	0	0
ENST00000707542.1	1934	1685	0	0
ENST00000707543.1	600	351	0.405544	0.0446092
ENST00000707547.1	1842	1593	0	0
ENST00000707544.1	2319	2070	5.42438	0.101175
ENST00000707545.1	1956	1707	3.01857	0.0682751
ENST00000707546.1	709	460	0	0
ENST00000629245.3	5532	5283	55.9515	0.408908
ENST00000626912.1	2220	1971	25.6786	0.503012
ENST00000631077.1	1501	1252	9.14939	0.282152
ENST00000628134.1	496	247	0	0
ENST00000707550.1	4455	4206	0	0
ENST00000707551.1	4824	4575	12.7606	0.107689
ENST00000707552.1	637	388	2.49573	0.248347
ENST00000707558.1	942	693	0.293247	0.0163378
ENST00000707559.1	1118	869	0.5	0.0222149
ENST00000707560.1	899	650	0	0
ENST00000707567.1	1181	932	0	0
ENST00000707575.1	1156	907	0	0
ENST00000627374.3	6422	6173	164.949	1.03169
ENST00000625206.2	580	331	0	0
ENST00000626671.1	554	305	11.5978	1.46814
ENST00000627461.1	549	300	13.2805	1.70918
ENST00000707569.1	3174	2925	34.853	0.460054
ENST00000707570.1	1745	1496	47.8299	1.23442
ENST00000710276.1	1493	1244	279.762	8.68287
ENST00000707571.1	795	546	91.8061	6.49192
ENST00000707572.1	608	359	8.53093	0.91748
ENST00000707573.1	478	229	0	0
ENST00000707574.1	587	338	2.09876	0.23974
ENST00000626413.3	6661	6412	106.753	0.642809
ENST00000628303.1	3402	3153	69.666	0.853083
ENST00000630190.1	554	305	0	0
ENST00000626461.1	566	317	12.2945	1.49743
ENST00000629698.1	585	336	0	0
ENST00000627160.1	258	27.8014	0	0
ENST00000672610.1	651	402	0	0
ENST00000673238.1	1917	1668	0	0
ENST00000707589.1	1161	912	0	0
ENST00000707590.1	435	186	0	0
ENST00000707591.1	1125	876	0	0
ENST00000707592.1	1895	1646	0	0
ENST00000707593.1	582	333	0	0
ENST00000707597.1	1179	930	0	0
ENST00000707598.1	663	414	0	0
ENST00000707599.1	1143	894	0	0
ENST00000707600.1	1913	1664	0	0
ENST00000707601.1	593	344	0.333333	0.0374123
ENST00000707602.1	1179	930	0	0
ENST00000672066.1	3176	2927	23.2907	0.307224
ENST00000673544.1	344	95.0839	20.4884	8.31948
ENST00000672298.1	554	305	26.9417	3.41051
ENST00000672379.1	2177	1928	348.69	6.98276
ENST00000673583.1	1018	769	2.77515	0.139333
ENST00000672062.1	279	38.8143	15.5	15.4182
ENST00000672432.1	279	38.8143	15.5	15.4182
ENST00000630425.2	5222	4973	68.2624	0.529978
ENST00000629302.2	1103	854	7.26167	0.328302
ENST00000626471.1	494	245	2.47326	0.389761
ENST00000627288.1	378	129.001	0	0
ENST00000639310.1	1063	814	0	0
ENST00000710319.1	921	672	0	0
ENST00000625523.2	3164	2915	4.41507	0.0584781
ENST00000627903.2	3575	3326	2.66145e-05	3.08952e-07
ENST00000629360.3	3639	3390	54.7926	0.624046
ENST00000626327.2	3446	3197	0	0
ENST00000628693.2	3507	3258	0	0
ENST00000625820.2	3626	3377	0	0
ENST00000631353.1	721	472	0	0
ENST00000628249.1	2864	2615	4.66062	0.0688123
ENST00000629127.1	2714	2465	0	0
ENST00000672946.1	4233	3984	0	0
ENST00000672546.1	548	299	0	0
ENST00000672964.1	3261	3012	0	0
ENST00000707384.1	2035	1786	80.4597	1.73937
ENST00000707385.1	3322	3073	0	0
ENST00000707386.1	921	672	8.10388	0.465606
ENST00000707387.1	685	436	13.0895	1.15913
ENST00000707388.1	653	404	1.8513	0.176925
ENST00000707389.1	582	333	0	0
ENST00000707390.1	1574	1325	27.1249	0.7904
ENST00000707391.1	336	87.1877	0.733745	0.324926
ENST00000707355.1	6227	5978	297.144	1.91913
ENST00000707356.1	1153	904	8.57118	0.366072
ENST00000707357.1	945	696	0	0
ENST00000707358.1	2920	2671	24.0111	0.347082
ENST00000707362.1	490	241	0	0
ENST00000707364.1	892	643	21.0009	1.26102
ENST00000707365.1	3447	3198	802.245	9.68552
ENST00000707366.1	549	300	15.3912	1.98082
ENST00000707363.1	3480	3231	257.028	3.07142
ENST00000707367.1	567	318	6.81983	0.82802
ENST00000707368.1	583	334	27.3367	3.16006
ENST00000707369.1	791	542	48.7213	3.47068
ENST00000707370.1	3401	3152	0.177735	0.00217711
ENST00000707371.1	843	594	11.3057	0.73486
ENST00000707421.1	661	412	0.74677	0.0699816
ENST00000707422.1	3619	3370	12.1605	0.139321
ENST00000707423.1	2015	1766	0	0
ENST00000707425.1	1773	1524	0	0
ENST00000707424.1	1136	887	0	0
ENST00000707426.1	603	354	0	0
ENST00000707373.1	768	519	0	0
ENST00000707374.1	935	686	46.3037	2.60607
ENST00000707372.1	2018	1769	1329.4	29.0149
ENST00000707375.1	572	323	19	2.27115
ENST00000707376.1	1929	1680	40.5161	0.931135
ENST00000707377.1	727	478	0	0
ENST00000707378.1	470	221	1.94873	0.34045
ENST00000707379.1	1787	1538	0	0
ENST00000707380.1	981	732	0	0
ENST00000707381.1	4619	4370	88.5081	0.78198
ENST00000707382.1	713	464	0	0
ENST00000707383.1	550	301	9.67434	1.24094
ENST00000707396.1	4361	4112	177.296	1.66472
ENST00000707397.1	2389	2140	0	0
ENST00000707398.1	3612	3363	17.2435	0.197967
ENST00000707399.1	1607	1358	3.1637	0.0899476
ENST00000707609.1	1564	1315	0	0
ENST00000707614.1	1866	1617	4.05055e-07	9.6716e-09
ENST00000707615.1	558	309	0	0
ENST00000707616.1	2849	2600	0.507234	0.00753233
ENST00000707617.1	2881	2632	0	0
ENST00000707618.1	3208	2959	0	0
ENST00000707619.1	3241	2992	0	0
ENST00000707620.1	1899	1650	0.000326777	7.64649e-06
ENST00000707621.1	963	714	0	0
ENST00000710277.1	6230	5981	353.426	2.28149
ENST00000713539.1	7790	7541	5.78367	0.0296121
ENST00000707628.1	648	399	0	0
ENST00000707629.1	619	370	0	0
ENST00000707626.2	4170	3921	0	0
ENST00000707624.1	3830	3581	0	0
ENST00000707625.1	3818	3569	0	0
ENST00000707627.1	613	364	0	0
ENST00000713541.1	7786	7537	132.629	0.679413
ENST00000710279.1	6230	5981	56.244	0.363076
