target_id	length	eff_length	est_counts	tpm
ENST00000633752.1	353	104.031	107.456	34.1162
ENST00000631710.1	433	184	92.0004	16.5145
ENST00000632225.1	368	119.005	28	7.77119
ENST00000632959.1	439	190	652.702	113.464
ENST00000620764.2	412	163	1071.73	217.165
ENST00000633988.1	432	183	2125.16	383.561
ENST00000632457.1	382	133.001	256.752	63.7609
ENST00000619078.2	495	246	1248.12	167.577
ENST00000632173.1	434	185	55.1252	9.84176
ENST00000633040.1	435	186	244.806	43.4714
ENST00000632846.1	429	180	13.8465	2.54075
ENST00000633602.1	439	190	65.0155	11.3021
ENST00000614315.1	303	56.5345	31.235	18.2483
ENST00000632296.1	432	183	89.8944	16.2247
ENST00000633446.1	411	162	789.043	160.872
ENST00000632614.1	414	165	93.5635	18.7291
ENST00000560724.3	378	129.001	199.667	51.1218
ENST00000632052.1	356	107.022	0	0
ENST00000631785.1	427	178	0.00241035	0.000447254
ENST00000631708.1	439	190	189.874	33.007
ENST00000632960.1	457	208	90.6992	14.4024
ENST00000633987.1	589	340	2780.57	270.115
ENST00000632005.1	434	185	85.4811	15.2613
ENST00000633570.1	349	100.049	628.186	207.382
ENST00000615784.2	353	104.031	0	0
ENST00000633400.1	431	182	416.141	75.5203
ENST00000631379.1	417	168	436.763	85.868
ENST00000632882.1	414	165	145.48	29.1215
ENST00000632211.1	439	190	314.608	54.6903
ENST00000632105.1	657	408	1122.16	90.8425
ENST00000632630.1	432	183	1892	341.479
ENST00000633299.1	417	168	858.692	168.82
ENST00000633350.1	417	168	296.656	58.3228
ENST00000390282.2	419	170	152.456	29.6203
ENST00000390287.2	365	116.007	1156	329.13
ENST00000390283.2	414	165	430	86.0754
ENST00000390284.2	362	113.011	69	20.1662
ENST00000390285.4	353	104.031	390	123.821
ENST00000390286.3	381	132.001	0	0
ENST00000390289.2	379	130.001	43	10.9249
ENST00000390290.3	389	140	2579.68	608.599
ENST00000390291.2	405	156	6.40517	1.35613
ENST00000427632.2	409	160	163	33.6482
ENST00000390293.1	369	120.004	1.01841	0.280297
ENST00000390294.2	407	158	715.765	149.626
ENST00000390295.3	385	136	176.393	42.8385
ENST00000390296.2	397	148	218.921	48.8563
ENST00000390297.3	467	218	1254.52	190.071
ENST00000390298.2	385	136	481.804	117.01
ENST00000390299.2	407	158	417.932	87.3661
ENST00000390300.2	374	125.002	5.12319	1.35368
ENST00000390301.3	393	144	67.4581	15.4727
ENST00000390302.3	412	163	0	0
ENST00000390303.3	383	134.001	1.5	0.369725
ENST00000390304.2	377	128.001	266	68.6375
ENST00000390305.2	380	131.001	1030.1	259.717
ENST00000390306.2	502	253	6364.18	830.838
ENST00000390307.2	409	160	36.0408	7.43994
ENST00000390308.2	602	353	3392.97	317.468
ENST00000390309.2	377	128.001	2858	737.466
ENST00000390310.3	367	118.006	214.681	60.0876
ENST00000390311.3	385	136	27.4402	6.6641
ENST00000390312.2	402	153	5185.18	1119.35
ENST00000390315.3	382	133.001	594	147.512
ENST00000390316.2	461	212	1421.97	221.538
ENST00000620395.2	517	268	4617.45	569.065
ENST00000390318.2	403	154	1	0.214474
ENST00000390319.2	398	149	3683.96	816.626
ENST00000604066.1	353	104.031	98.4559	31.2589
ENST00000390609.3	432	183	1892	341.479
ENST00000390616.2	400	151	0	0
ENST00000390618.2	426	177	14.4491	2.69625
ENST00000390612.3	425	176	34.502	6.4748
ENST00000390607.2	430	181	0	0
ENST00000632099.1	353	104.031	46.2344	14.679
ENST00000390617.2	366	117.006	0	0
ENST00000390603.2	437	188	0	0
ENST00000390606.3	415	166	383.482	76.3012
ENST00000390610.2	411	162	0	0
ENST00000390615.2	431	182	2330.18	422.876
ENST00000603660.1	431	182	416.141	75.5203
ENST00000632950.2	410	161	318.744	65.3899
ENST00000390611.2	381	132.001	7.28134e-07	1.82192e-07
ENST00000390605.2	410	161	0	0
ENST00000438142.3	428	179	149.974	27.673
ENST00000390602.3	430	181	36.3614	6.63525
ENST00000390604.2	425	176	3.51648	0.659918
ENST00000390601.3	473	224	348.409	51.3732
ENST00000390313.3	356	107.022	20.515	6.3313
ENST00000390314.2	400	151	2299.94	503.077
ENST00000390619.2	425	176	0	0
ENST00000434710.1	434	185	0	0
ENST00000390621.3	411	162	7.51776	1.53274
ENST00000390622.2	655	406	0	0
ENST00000390624.3	432	183	89.8944	16.2247
ENST00000390625.3	439	190	314.608	54.6903
ENST00000390626.2	410	161	0	0
ENST00000390627.3	571	322	839.423	86.1033
ENST00000390628.3	414	165	93.5635	18.7291
ENST00000390629.3	495	246	1248.12	167.577
ENST00000519403.2	307	59.9608	0	0
ENST00000610349.2	407	158	417.932	87.3661
ENST00000628287.1	466	217	0.0257447	0.00391852
ENST00000627634.1	383	134.001	1.5	0.369725
ENST00000628968.1	374	125.002	5.12319	1.35368
ENST00000618644.2	385	136	481.804	117.01
ENST00000618026.2	393	144	67.4581	15.4727
ENST00000630493.1	369	120.004	21.4375	5.90026
ENST00000629472.1	412	163	0	0
ENST00000626489.1	397	148	218.921	48.8563
ENST00000628219.1	534	285	151.739	17.5851
ENST00000627132.1	384	135.001	41.1908	10.0777
ENST00000626108.1	353	104.031	473.631	150.374
ENST00000390593.2	415	166	0	0
ENST00000390594.3	417	168	296.656	58.3228
ENST00000390595.3	395	146	896.507	202.813
ENST00000455737.2	417	168	436.763	85.868
ENST00000631943.1	402	153	230.808	49.8257
ENST00000390597.3	378	129.001	199.667	51.1218
ENST00000390598.2	430	181	0	0
ENST00000390630.3	457	208	90.6992	14.4024
ENST00000454421.2	431	182	96.7729	17.5621
ENST00000390632.2	427	178	0	0
ENST00000390633.2	412	163	0	0
ENST00000390634.3	434	185	85.4811	15.2613
ENST00000632209.1	353	104.031	0	0
ENST00000624687.1	411	162	789.043	160.872
ENST00000617374.2	358	109.017	204.432	61.9367
ENST00000433072.2	437	188	0	0
ENST00000390636.2	437	188	0	0
ENST00000424969.2	587	338	0	0
ENST00000390639.2	405	156	3.00909	0.637097
ENST00000557788.2	353	104.031	0	0
ENST00000630556.1	353	104.031	98.4559	31.2589
ENST00000622410.2	353	104.031	24.4756	7.77078
ENST00000338912.5	353	104.031	0	0
ENST00000558565.2	359	110.015	0	0
ENST00000453673.3	353	104.031	12.0475	3.82496
ENST00000390243.2	538	289	8985.31	1026.9
ENST00000464162.1	380	131.001	305.738	77.0849
ENST00000390247.2	445	196	33.6414	5.66909
ENST00000495489.1	398	149	37.5287	8.319
ENST00000493819.1	409	160	626.673	129.365
ENST00000483158.1	392	143	2330.05	538.176
ENST00000480492.1	398	149	354.35	78.5489
ENST00000390252.2	442	193	2065.18	353.424
ENST00000479981.1	378	129.001	199.079	50.9713
ENST00000490686.1	378	129.001	785.747	201.179
ENST00000492167.1	400	151	4824.22	1055.22
ENST00000390256.2	406	157	251.201	52.8464
ENST00000484817.1	390	141	270.373	63.3341
ENST00000498435.1	382	133.001	271.255	67.3626
ENST00000482769.1	390	141	0.146438	0.0343028
ENST00000468494.1	390	141	307.783	72.0973
ENST00000473726.1	382	133.001	62.2877	15.4683
ENST00000465170.1	398	149	18.3179	4.06054
ENST00000498574.1	398	149	238.113	52.7826
ENST00000620613.1	314	66.2053	0	0
ENST00000448155.2	376	127.002	5312.17	1381.52
ENST00000509129.1	353	104.031	5.95433	1.89044
ENST00000390265.2	440	191	1439.01	248.843
ENST00000474213.1	395	146	6.10448	1.38099
ENST00000491977.1	390	141	511.536	119.826
ENST00000453166.2	396	147	1878.39	422.05
ENST00000390268.2	390	141	9.90851	2.32104
ENST00000462693.1	390	141	25.2546	5.91582
ENST00000436451.2	409	160	80.6262	16.6437
ENST00000390270.2	445	196	265.95	44.8166
ENST00000390271.2	371	122.003	2.61453	0.707809
ENST00000483379.1	532	283	44.5678	5.20151
ENST00000492446.1	378	129.001	45.0738	11.5405
ENST00000417279.3	396	147	262.402	58.9581
ENST00000611391.1	376	127.002	21.9417	5.7063
ENST00000377032.5	371	122.003	1125.05	304.576
ENST00000390277.3	444	195	1405.8	238.113
ENST00000390278.3	373	124.002	13	3.46264
ENST00000468879.1	532	283	42.3319	4.94055
ENST00000471857.2	534	285	10.1509	1.17639
ENST00000443397.5	384	135.001	41.1908	10.0777
ENST00000421835.2	350	101.044	126.971	41.5038
ENST00000429992.3	365	116.007	6.78356	1.93138
ENST00000390244.2	408	159	68	14.1256
ENST00000496168.1	532	283	4828.33	563.514
ENST00000354689.6	294	49.2782	30.1505	20.2085
ENST00000567458.2	358	109.017	0	0
ENST00000425181.3	350	101.044	0	0
ENST00000565407.2	349	100.049	10.7179	3.53827
ENST00000570121.2	353	104.031	4	1.26996
ENST00000562905.2	353	104.031	15.4826	4.91557
ENST00000569103.2	349	100.049	13.0909	4.32167
ENST00000390477.2	720	471	415	29.1019
ENST00000611116.2	978	729	3939	178.465
ENST00000632136.1	760	511	1023.77	66.1725
ENST00000622053.4	755	506	3515.2	229.453
ENST00000633705.1	760	511	1023.77	66.1725
ENST00000436911.6	1013	764	470.393	20.3358
ENST00000443402.6	2730	2481	124.379	1.65583
ENST00000466254.1	758	509	1699.25	110.264
ENST00000631705.1	63	5.12058	0	0
ENST00000633501.1	51	4.86552	0	0
ENST00000631521.1	48	4.80593	0	0
ENST00000633896.1	50	4.84548	0	0
ENST00000632178.1	53	4.90612	0	0
ENST00000634062.1	52	4.88573	0	0
ENST00000390320.2	127	7.16476	0	0
ENST00000390322.2	175	10.234	0	0
ENST00000390324.2	176	10.3244	0	0
ENST00000390326.2	33	4.52663	0	0
ENST00000390328.2	70	5.28313	0	0
ENST00000390330.2	46	4.76704	0	0
ENST00000390327.3	38	4.61727	0	0
ENST00000390560.2	61	5.07609	0	0
ENST00000488476.1	49	4.82562	0	0
ENST00000461719.1	46	4.76704	0	0
ENST00000463911.1	49	4.82562	0	0
ENST00000390564.2	52	4.88573	0	0
ENST00000390565.1	52	4.88573	0	0
ENST00000390238.2	38	4.61727	0	0
ENST00000390239.2	37	4.59906	0	0
ENST00000390240.2	38	4.61727	0	0
ENST00000390241.3	39	4.63556	0	0
ENST00000390242.2	38	4.61727	0	0
ENST00000632524.1	11	3.73525	0	0
ENST00000633009.1	20	4.24848	0	0
ENST00000634070.1	18	4.18068	0	0
ENST00000632963.1	20	4.24848	0	0
ENST00000633030.1	19	4.21642	0	0
ENST00000633765.1	31	4.49022	0	0
ENST00000632619.1	28	4.43409	0	0
ENST00000632968.1	17	4.14041	0	0
ENST00000633159.1	21	4.27752	0	0
ENST00000631871.1	20	4.24848	0	0
ENST00000633010.1	16	4.09465	0	0
ENST00000633379.1	37	4.59906	0	0
ENST00000632473.1	31	4.49022	0	0
ENST00000631884.1	17	4.14041	0	0
ENST00000632859.1	21	4.27752	0	0
ENST00000631895.1	23	4.32879	0	0
ENST00000634154.1	16	4.09465	0	0
ENST00000632609.2	31	4.49022	0	0
ENST00000632911.2	31	4.49022	0	0
ENST00000633504.1	31	4.49022	0	0
ENST00000632304.1	17	4.14041	0	0
ENST00000632542.1	18	4.18068	0	0
ENST00000633968.1	20	4.24848	0	0
ENST00000634085.1	16	4.09465	0	0
ENST00000633353.1	31	4.49022	0	0
ENST00000631803.1	31	4.49022	0	0
ENST00000633210.1	17	4.14041	0	0
ENST00000439842.1	11	3.73525	0	0
ENST00000390567.1	20	4.24848	0	0
ENST00000452198.1	18	4.18068	0	0
ENST00000390569.1	20	4.24848	0	0
ENST00000437320.1	19	4.21642	0	0
ENST00000390571.1	31	4.49022	0	0
ENST00000390572.1	28	4.43409	0	0
ENST00000450276.1	17	4.14041	0	0
ENST00000390574.1	21	4.27752	0	0
ENST00000390575.1	20	4.24848	0	0
ENST00000431870.1	16	4.09465	0	0
ENST00000390577.1	37	4.59906	0	0
ENST00000390578.1	31	4.49022	0	0
ENST00000451044.1	17	4.14041	0	0
ENST00000390580.1	21	4.27752	0	0
ENST00000390581.1	23	4.32879	0	0
ENST00000431440.2	16	4.09465	0	0
ENST00000390585.1	31	4.49022	0	0
ENST00000430425.1	17	4.14041	0	0
ENST00000454691.1	18	4.18068	0	0
ENST00000390588.1	20	4.24848	0	0
ENST00000414852.1	16	4.09465	0	0
ENST00000390590.1	31	4.49022	0	0
ENST00000390591.1	31	4.49022	0	0
ENST00000454908.1	17	4.14041	0	0
ENST00000390583.1	31	4.49022	0	0
ENST00000390584.1	31	4.49022	0	0
ENST00000604642.1	23	4.32879	0	0
ENST00000603326.1	19	4.21642	0	0
ENST00000604950.1	31	4.49022	0	0
ENST00000603077.1	31	4.49022	0	0
ENST00000605284.1	17	4.14041	0	0
ENST00000604446.1	23	4.32879	0	0
ENST00000603693.1	19	4.21642	0	0
ENST00000603935.1	31	4.49022	0	0
ENST00000604102.1	31	4.49022	0	0
ENST00000604838.1	17	4.14041	0	0
ENST00000361390.2	956	707	1121.7	52.4027
ENST00000361453.3	1042	793	1211.69	50.4677
ENST00000361624.2	1542	1293	42304.9	1080.65
ENST00000361739.1	684	435	3889.68	295.338
ENST00000361851.1	207	14.0473	0	0
ENST00000361899.2	681	432	922.005	70.4927
ENST00000362079.2	784	535	9825	606.559
ENST00000361227.2	346	97.0678	273	92.8928
ENST00000361335.1	297	51.6221	180	115.168
ENST00000361381.2	1378	1129	2867.9	83.9006
ENST00000361567.2	1812	1563	2564.94	54.2017
ENST00000361681.2	525	276	634.994	75.9898
ENST00000361789.2	1141	892	1912.96	70.8329
ENST00000614336.4	3728	3479	187.077	1.77607
ENST00000612640.4	2116	1867	65.9556	1.16681
ENST00000618686.1	2237	1988	56	0.930393
ENST00000621424.4	2405	2156	7.35979	0.112749
ENST00000615165.1	1990	1741	0.147968	0.00280714
ENST00000616049.4	2142	1893	0	0
ENST00000616157.1	1989	1740	0.308894	0.00586347
ENST00000613204.1	1213	964	8.07368	0.276624
ENST00000617983.1	2404	2155	63.4088	0.971844
ENST00000612465.1	2195	1946	44.5409	0.755981
ENST00000612565.1	3027	2778	356.386	4.23724
ENST00000601199.2	510	261	14	1.77167
ENST00000612315.1	831	582	23	1.30527
ENST00000618003.1	351	102.039	6.17351	1.9983
ENST00000619729.1	294	49.2782	1.11614	0.748099
ENST00000613230.1	2179	1930	156.479	2.67789
ENST00000400754.4	1599	1350	5.98939	0.146536
ENST00000612848.1	740	491	38.8528	2.61358
ENST00000616638.1	1806	1557	0	0
ENST00000613216.4	3571	3322	0	0
ENST00000611339.1	3120	2871	0	0
ENST00000612919.1	372	123.003	29.6241	7.95472
ENST00000621028.1	1426	1177	2.2419	0.0629123
ENST00000611746.1	288	44.8343	109.16	80.4172
ENST00000619792.1	2404	2155	0	0
ENST00000710606.1	5619	5370	61.9726	0.381171
ENST00000643872.4	4662	4413	1534.44	11.4845
ENST00000628983.2	684	435	0	0
ENST00000673258.1	965	716	0	0
ENST00000672485.1	1872	1623	0	0
ENST00000671794.1	2030	1781	0	0
ENST00000671708.1	564	315	0	0
ENST00000672538.1	687	438	0	0
ENST00000672343.1	522	273	0	0
ENST00000672201.1	1282	1033	0	0
ENST00000672505.1	942	693	0	0
ENST00000673154.1	2979	2730	16.8368	0.2037
ENST00000671931.1	1038	789	245.716	10.2861
ENST00000673369.1	925	676	2.77642e-08	1.35654e-09
ENST00000672991.1	1123	874	0	0
ENST00000672501.1	2775	2526	0	0
ENST00000672633.1	765	516	0	0
ENST00000672705.1	752	503	0	0
ENST00000673585.1	751	502	6.05957	0.398687
ENST00000671977.1	577	328	2.48029	0.249761
ENST00000673364.1	618	369	3.04433e-06	2.72496e-07
ENST00000707313.1	987	738	0	0
ENST00000707314.1	1430	1181	0	0
ENST00000707315.1	708	459	0	0
ENST00000707316.1	428	179	0.5	0.0922596
ENST00000707298.1	2588	2339	0.0042457	5.99533e-05
ENST00000707299.1	1125	876	11.6173	0.438023
ENST00000707300.1	1329	1080	13.0989	0.400596
ENST00000707301.1	2676	2427	634.511	8.63503
ENST00000707302.1	1508	1259	14.9071	0.391078
ENST00000707303.1	1693	1444	0	0
ENST00000707304.1	1725	1476	30.3198	0.678476
ENST00000707305.1	1761	1512	21.7871	0.475929
ENST00000707306.1	495	246	0.919861	0.123504
ENST00000710353.1	7691	7442	0	0
ENST00000633392.1	1845	1596	0	0
ENST00000634171.3	1108	859	0	0
ENST00000632257.1	1642	1393	0	0
ENST00000632563.2	1840	1591	0	0
ENST00000632873.1	1525	1276	0	0
ENST00000355096.4	1592	1343	0	0
ENST00000633146.1	1560	1311	0.0288303	0.000726343
ENST00000632388.1	1720	1471	0	0
ENST00000632295.1	1720	1471	0	0
ENST00000672496.1	799	550	0	0
ENST00000672655.1	420	171	0	0
ENST00000672511.1	1443	1194	6.3582	0.175883
ENST00000631964.1	1863	1614	0	0
ENST00000633863.1	1148	899	0	0
ENST00000632559.1	1863	1614	0	0
ENST00000634012.1	1840	1591	0	0
ENST00000633810.2	1156	907	0	0
ENST00000707307.1	17448	17199	2	0.0038408
ENST00000713550.1	15574	15325	0	0
ENST00000633532.1	1863	1614	0	0
ENST00000633805.3	882	633	0	0
ENST00000633914.1	1863	1614	0	0
ENST00000632392.3	2163	1914	0	0
ENST00000639526.1	1331	1082	0	0
ENST00000632307.2	2067	1818	0.998864	0.0181471
ENST00000633074.1	1720	1471	0	0
ENST00000632222.1	1844	1595	0	0
ENST00000632952.1	1706	1457	0	0
ENST00000631760.1	1592	1343	0	0
ENST00000632108.2	1518	1269	0	0
ENST00000713586.1	1446	1197	0	0
ENST00000707310.1	2661	2412	12.0882	0.165531
ENST00000573911.1	918	669	0	0
ENST00000571130.1	918	669	0	0
ENST00000575017.3	985	736	0	0
ENST00000627413.2	1850	1601	0	0
ENST00000627553.2	546	297	5.70861	0.634846
ENST00000628217.2	1927	1678	0	0
ENST00000630375.2	574	325	2.21909	0.22552
ENST00000630161.2	1320	1071	11.3503	0.350034
ENST00000629515.2	598	349	7.58184	0.717536
ENST00000625808.1	762	513	0	0
ENST00000626295.1	548	299	3.24938	0.358941
ENST00000627713.2	561	312	2.04811	0.216817
ENST00000631317.2	1897	1648	0	0
ENST00000628783.2	1886	1637	0	0
ENST00000631251.2	2039	1790	3.47951	0.0642036
ENST00000627464.1	583	334	3.03296	0.299926
ENST00000628315.1	1247	998	0.854743	0.0282878
ENST00000631283.1	936	687	0	0
ENST00000628182.3	10252	10003	272.951	0.901258
ENST00000625211.2	7812	7563	6.73146	0.0293975
ENST00000626957.2	593	344	0	0
ENST00000626698.1	4774	4525	5.93332	0.0433086
ENST00000626446.1	473	224	0	0
ENST00000627346.1	435	186	0	0
ENST00000626182.1	562	313	0	0
ENST00000673006.3	5321	5072	0	0
ENST00000672883.3	1362	1113	0	0
ENST00000672034.3	1370	1121	0	0
ENST00000671787.1	1800	1551	0	0
ENST00000671991.1	1956	1707	0	0
ENST00000672360.1	352	103.035	45.0575	14.4437
ENST00000707519.1	3627	3378	100.876	0.986327
ENST00000707520.1	3666	3417	175.206	1.69356
ENST00000707521.1	3429	3180	0	0
ENST00000707522.1	2283	2034	19.4635	0.316056
ENST00000707523.1	1297	1048	12.3723	0.389929
ENST00000707524.1	549	300	0	0
ENST00000707525.1	684	435	34.9282	2.65205
ENST00000707526.1	669	420	0	0
ENST00000707527.1	590	341	4.24461	0.411129
ENST00000707528.1	561	312	0.634036	0.0671203
ENST00000707529.1	576	327	2.92047	0.294985
ENST00000707530.1	428	179	2.5	0.461298
ENST00000707531.1	595	346	4	0.381837
ENST00000707533.1	4089	3840	0	0
ENST00000707534.1	3211	2962	0	0
ENST00000707536.1	3163	2914	0	0
ENST00000707535.1	4528	4279	2.27849	0.0175873
ENST00000707537.1	2091	1842	0	0
ENST00000707538.1	581	332	0	0
ENST00000707539.1	580	331	0.323749	0.0323054
ENST00000707540.1	3528	3279	0	0
ENST00000707541.1	3576	3327	0	0
ENST00000707542.1	1934	1685	0	0
ENST00000707543.1	600	351	0	0
ENST00000707547.1	1842	1593	0	0
ENST00000707544.1	2319	2070	3.39776	0.0542147
ENST00000707545.1	1956	1707	0	0
ENST00000707546.1	709	460	0	0
ENST00000629245.3	5532	5283	48.6924	0.304422
ENST00000626912.1	2220	1971	4.96091	0.0831322
ENST00000631077.1	1501	1252	0	0
ENST00000628134.1	496	247	0	0
ENST00000707550.1	4455	4206	5.37312	0.0421941
ENST00000707551.1	4824	4575	0	0
ENST00000707552.1	637	388	0.583345	0.0496579
ENST00000707558.1	942	693	0	0
ENST00000707559.1	1118	869	0	0
ENST00000707560.1	899	650	0	0
ENST00000707567.1	1181	932	0	0
ENST00000707575.1	1156	907	0	0
ENST00000627374.3	6422	6173	210.465	1.1261
ENST00000625206.2	580	331	0	0
ENST00000626671.1	554	305	8.809	0.953941
ENST00000627461.1	549	300	13.263	1.46021
ENST00000707569.1	3174	2925	23.4646	0.264961
ENST00000707570.1	1745	1496	61.5615	1.35916
ENST00000710276.1	1493	1244	408.238	10.839
ENST00000707571.1	795	546	99.6378	6.02735
ENST00000707572.1	608	359	2.21737	0.204004
ENST00000707573.1	478	229	4.44957	0.641767
ENST00000707574.1	587	338	3.04993	0.298036
ENST00000626413.3	6661	6412	108.566	0.559233
ENST00000628303.1	3402	3153	61.4865	0.644095
ENST00000630190.1	554	305	1.81046	0.196058
ENST00000626461.1	566	317	38.0839	3.96805
ENST00000629698.1	585	336	0	0
ENST00000627160.1	258	27.8014	0	0
ENST00000672610.1	651	402	0	0
ENST00000673238.1	1917	1668	1	0.0198015
ENST00000707589.1	1161	912	0	0
ENST00000707590.1	435	186	0	0
ENST00000707591.1	1125	876	0	0
ENST00000707592.1	1895	1646	0	0
ENST00000707593.1	582	333	0	0
ENST00000707597.1	1179	930	0	0
ENST00000707598.1	663	414	0	0
ENST00000707599.1	1143	894	0	0
ENST00000707600.1	1913	1664	0	0
ENST00000707601.1	593	344	0	0
ENST00000707602.1	1179	930	0	0
ENST00000672066.1	3176	2927	0.10216	0.0011528
ENST00000673544.1	344	95.0839	9.37127	3.25526
ENST00000672298.1	554	305	7.24692	0.78478
ENST00000672379.1	2177	1928	275.894	4.7264
ENST00000673583.1	1018	769	5.43052	0.233244
ENST00000672062.1	279	38.8143	0	0
ENST00000672432.1	279	38.8143	0	0
ENST00000630425.2	5222	4973	45.1342	0.299765
ENST00000629302.2	1103	854	0.413795	0.0160038
ENST00000626471.1	494	245	2.66339	0.359057
ENST00000627288.1	378	129.001	0	0
ENST00000639310.1	1063	814	0	0
ENST00000710319.1	921	672	0	0
ENST00000625523.2	3164	2915	0	0
ENST00000627903.2	3575	3326	0	0
ENST00000629360.3	3639	3390	34.2966	0.334154
ENST00000626327.2	3446	3197	0	0
ENST00000628693.2	3507	3258	0	0
ENST00000625820.2	3626	3377	0	0
ENST00000631353.1	721	472	0	0
ENST00000628249.1	2864	2615	6.76998	0.0855087
ENST00000629127.1	2714	2465	0	0
ENST00000672946.1	4233	3984	0	0
ENST00000672546.1	548	299	0	0
ENST00000672964.1	3261	3012	0	0
ENST00000707384.1	2035	1786	61.7637	1.14221
ENST00000707385.1	3322	3073	0	0
ENST00000707386.1	921	672	4.36124	0.214356
ENST00000707387.1	685	436	5.04325	0.382048
ENST00000707388.1	653	404	4.09095	0.334454
ENST00000707389.1	582	333	0	0
ENST00000707390.1	1574	1325	28.3666	0.707108
ENST00000707391.1	336	87.1877	1.13342	0.429369
ENST00000707355.1	6227	5978	378.999	2.094
ENST00000707356.1	1153	904	11.3397	0.414311
ENST00000707357.1	945	696	0	0
ENST00000707358.1	2920	2671	31.0362	0.383786
ENST00000707362.1	490	241	0.780738	0.107
ENST00000707364.1	892	643	9.93901	0.510536
ENST00000707365.1	3447	3198	0	0
ENST00000707366.1	549	300	8.7949	0.968288
ENST00000707363.1	3480	3231	0	0
ENST00000707367.1	567	318	11.2672	1.17026
ENST00000707368.1	583	334	0	0
ENST00000707369.1	791	542	0	0
ENST00000707370.1	3401	3152	0	0
ENST00000707371.1	843	594	13.3882	0.74444
ENST00000707421.1	661	412	0	0
ENST00000707422.1	3619	3370	0	0
ENST00000707423.1	2015	1766	0	0
ENST00000707425.1	1773	1524	0	0
ENST00000707424.1	1136	887	3.06312	0.11406
ENST00000707426.1	603	354	0	0
ENST00000707373.1	768	519	5.1724	0.329169
ENST00000707374.1	935	686	54.472	2.62267
ENST00000707372.1	2018	1769	1584.31	29.5807
ENST00000707375.1	572	323	31.5	3.22109
ENST00000707376.1	1929	1680	103.788	2.04048
ENST00000707377.1	727	478	0	0
ENST00000707378.1	470	221	4.55801	0.681205
ENST00000707379.1	1787	1538	0	0
ENST00000707380.1	981	732	2.81643	0.127082
ENST00000707381.1	4619	4370	88.6795	0.670249
ENST00000707382.1	713	464	0	0
ENST00000707383.1	550	301	8.16255	0.895682
ENST00000707396.1	4361	4112	109.508	0.879606
ENST00000707397.1	2389	2140	0	0
ENST00000707398.1	3612	3363	12.893	0.126626
ENST00000707399.1	1607	1358	0	0
ENST00000707609.1	1564	1315	0	0
ENST00000707614.1	1866	1617	0	0
ENST00000707615.1	558	309	0	0
ENST00000707616.1	2849	2600	3.41443e-06	4.3375e-08
ENST00000707617.1	2881	2632	0	0
ENST00000707618.1	3208	2959	0	0
ENST00000707619.1	3241	2992	0	0
ENST00000707620.1	1899	1650	2.07088e-08	4.14539e-10
ENST00000707621.1	963	714	0	0
ENST00000710277.1	6230	5981	202.755	1.11968
ENST00000713539.1	7790	7541	59.0209	0.258507
ENST00000707628.1	648	399	0	0
ENST00000707629.1	619	370	0	0
ENST00000707626.2	4170	3921	0	0
ENST00000707624.1	3830	3581	0	0
ENST00000707625.1	3818	3569	0	0
ENST00000707627.1	613	364	0	0
ENST00000713541.1	7786	7537	97.6116	0.427757
ENST00000710279.1	6230	5981	133.281	0.736018
ENST00000710278.1	6230	5981	215.727	1.19131
ENST00000713540.1	7774	7525	1.41117	0.00619397
